,0,1,2,3,4,cluster
0,0.0073,0.0068,0.0056,0.0056,0.01,1
0,0.0056,0.0056,0.01,0.0046,0.0056,1
0,0.01,0.0046,0.0056,0.0069,0.0104,1
0,0.0056,0.0069,0.0104,0.0101,0.0126,1
0,0.0104,0.0101,0.0126,0.0102,0.0167,1
0,0.0126,0.0102,0.0167,0.0137,0.0183,1
0,0.0167,0.0137,0.0183,0.0154,0.0128,1
0,0.0183,0.0154,0.0128,0.0086,0.0115,1
0,0.0128,0.0086,0.0115,0.0126,0.0117,1
0,0.0115,0.0126,0.0117,0.0146,0.0133,1
0,0.0117,0.0146,0.0133,0.0135,0.0184,1
0,0.0133,0.0135,0.0184,0.0074,0.0076,1
0,0.0184,0.0074,0.0076,0.0158,0.0074,2
0,0.0076,0.0158,0.0074,0.0101,0.0104,1
0,0.0074,0.0101,0.0104,0.0048,0.0127,1
0,0.0104,0.0048,0.0127,0.0073,0.0106,1
0,0.0127,0.0073,0.0106,0.014,0.0039,1
0,0.0106,0.014,0.0039,0.0146,0.0051,2
0,0.0039,0.0146,0.0051,0.0077,0.0113,1
0,0.0051,0.0077,0.0113,0.0114,0.0103,1
0,0.0113,0.0114,0.0103,0.011,0.0113,1
0,0.0103,0.011,0.0113,0.0102,0.0049,1
0,0.0113,0.0102,0.0049,0.0123,0.0052,1
0,0.0049,0.0123,0.0052,0.0117,0.0047,1
0,0.0052,0.0117,0.0047,0.0021,0.002,1
0,0.0047,0.0021,0.002,0.0023,0.002,1
0,0.002,0.0023,0.002,0.0021,0.0021,1
0,0.002,0.0021,0.0021,0.009,0.0109,1
0,0.0021,0.009,0.0109,0.0091,0.0121,1
0,0.0109,0.0091,0.0121,0.0093,0.0068,1
0,0.0121,0.0093,0.0068,0.0088,0.007,1
0,0.0068,0.0088,0.007,0.0087,0.0064,1
0,0.007,0.0087,0.0064,0.0071,0.0064,1
0,0.0064,0.0071,0.0064,0.0073,0.0091,1
0,0.0064,0.0073,0.0091,0.0104,0.0111,1
0,0.0091,0.0104,0.0111,0.0058,0.0083,1
0,0.0111,0.0058,0.0083,0.0058,0.0072,1
0,0.0083,0.0058,0.0072,0.0082,0.0083,1
0,0.0072,0.0082,0.0083,0.0075,0.0101,1
0,0.0083,0.0075,0.0101,0.0102,0.0119,1
0,0.0101,0.0102,0.0119,0.0089,0.0084,1
0,0.0119,0.0089,0.0084,0.01,0.0082,1
0,0.0084,0.01,0.0082,0.0094,0.0081,1
0,0.0082,0.0094,0.0081,0.0059,0.0119,1
0,0.0081,0.0059,0.0119,0.0078,0.0053,1
0,0.0119,0.0078,0.0053,0.0058,0.0072,1
0,0.0053,0.0058,0.0072,0.0109,0.0078,1
0,0.0072,0.0109,0.0078,0.0103,0.0083,1
0,0.0078,0.0103,0.0083,0.0107,0.0056,1
0,0.0083,0.0107,0.0056,0.0068,0.0103,1
0,0.0056,0.0068,0.0103,0.006,0.0074,1
0,0.0103,0.006,0.0074,0.0137,0.0102,1
