,seconds,date,activity_load_2d,activity_load_3d
8416,"77,962",[2023-04-23 18:11:55 729],"0,0064","0,0086"
8524,"78,962",[2023-04-23 18:11:56 729],"0,0085","0,0108"
8635,"79,962",[2023-04-23 18:11:57 729],"0,0114","0,0155"
8746,"80,962",[2023-04-23 18:11:58 729],"0,0099","0,0156"
8856,"81,962",[2023-04-23 18:11:59 729],"0,0112","0,0137"
8962,"82,962",[2023-04-23 18:12:00 729],"0,0083","0,0108"
9072,"83,962",[2023-04-23 18:12:01 729],"0,0066","0,0089"
9183,"84,962",[2023-04-23 18:12:02 729],"0,008","0,0098"
9293,"85,962",[2023-04-23 18:12:03 729],"0,0113","0,0143"
9399,"86,962",[2023-04-23 18:12:04 729],"0,0157","0,0234"
9510,"87,962",[2023-04-23 18:12:05 729],"0,008","0,0104"
9620,"88,962",[2023-04-23 18:12:06 729],"0,0045","0,0054"
9729,"89,962",[2023-04-23 18:12:07 729],"0,009","0,0123"
9837,"90,962",[2023-04-23 18:12:08 729],"0,0089","0,0123"
9948,"91,962",[2023-04-23 18:12:09 729],"0,0072","0,0099"
10058,"92,962",[2023-04-23 18:12:10 729],"0,0073","0,011"
10165,"93,962",[2023-04-23 18:12:11 729],"0,0082","0,0121"
10275,"94,962",[2023-04-23 18:12:12 729],"0,0073","0,0102"
10386,"95,962",[2023-04-23 18:12:13 729],"0,0231","0,0271"
10496,"96,962",[2023-04-23 18:12:14 729],"0,0122","0,0177"
10603,"97,962",[2023-04-23 18:12:15 729],"0,011","0,0152"
10714,"98,962",[2023-04-23 18:12:16 729],"0,0061","0,0075"
10825,"99,962",[2023-04-23 18:12:17 729],"0,0113","0,0148"
10935,"100,962",[2023-04-23 18:12:18 729],"0,0103","0,0149"
11042,"101,962",[2023-04-23 18:12:19 729],"0,0055","0,0088"
11153,"102,962",[2023-04-23 18:12:20 729],"0,0068","0,011"
11264,"103,962",[2023-04-23 18:12:21 729],"0,029","0,0331"
11371,"104,962",[2023-04-23 18:12:22 729],"0,0162","0,0226"
11480,"105,962",[2023-04-23 18:12:23 729],"0,013","0,0228"
11591,"106,962",[2023-04-23 18:12:24 729],"0,0282","0,0377"
11702,"107,962",[2023-04-23 18:12:25 729],"0,0325","0,0467"
11808,"108,962",[2023-04-23 18:12:26 729],"0,0198","0,0279"
11918,"109,962",[2023-04-23 18:12:27 729],"0,0161","0,0261"
12029,"110,962",[2023-04-23 18:12:28 729],"0,0199","0,029"
12138,"111,962",[2023-04-23 18:12:29 729],"0,02","0,0294"
12243,"112,962",[2023-04-23 18:12:30 729],"0,0159","0,0229"
12354,"113,962",[2023-04-23 18:12:31 729],"0,0164","0,0234"
12465,"114,962",[2023-04-23 18:12:32 729],"0,0148","0,0212"
12574,"115,962",[2023-04-23 18:12:33 729],"0,0123","0,019"
12683,"116,962",[2023-04-23 18:12:34 729],"0,0142","0,0214"
12796,"117,962",[2023-04-23 18:12:35 729],"0,0142","0,0216"
12911,"118,962",[2023-04-23 18:12:36 729],"0,0139","0,021"
13024,"119,962",[2023-04-23 18:12:37 729],"0,0141","0,0215"
13135,"120,962",[2023-04-23 18:12:38 729],"0,0139","0,0206"
13249,"121,962",[2023-04-23 18:12:39 729],"0,0132","0,0214"
13364,"122,962",[2023-04-23 18:12:40 729],"0,0152","0,0219"
13494,"124,123",[2023-04-23 18:12:41 890],"0,0145","0,0212"
13604,"125,123",[2023-04-23 18:12:42 890],"0,0143","0,0214"
13719,"126,123",[2023-04-23 18:12:43 890],"0,0121","0,0188"
13833,"127,123",[2023-04-23 18:12:44 890],"0,0125","0,0189"
13942,"128,123",[2023-04-23 18:12:45 890],"0,0119","0,0187"
14056,"129,123",[2023-04-23 18:12:46 890],"0,0131","0,0201"
14169,"130,123",[2023-04-23 18:12:47 890],"0,0157","0,0225"
14284,"131,123",[2023-04-23 18:12:48 890],"0,016","0,0237"
14392,"132,123",[2023-04-23 18:12:49 890],"0,0125","0,0186"
14507,"133,123",[2023-04-23 18:12:50 890],"0,0119","0,0189"
14623,"134,123",[2023-04-23 18:12:51 890],"0,0125","0,0188"
14735,"135,123",[2023-04-23 18:12:52 890],"0,0117","0,0174"
14846,"136,123",[2023-04-23 18:12:53 890],"0,0117","0,0184"
14960,"137,123",[2023-04-23 18:12:54 890],"0,0116","0,0176"
15074,"138,123",[2023-04-23 18:12:55 890],"0,0133","0,0194"
15184,"139,123",[2023-04-23 18:12:56 890],"0,0123","0,0186"
15296,"140,123",[2023-04-23 18:12:57 890],"0,0116","0,0176"
15409,"141,123",[2023-04-23 18:12:58 890],"0,0109","0,0157"
15524,"142,123",[2023-04-23 18:12:59 890],"0,0108","0,0163"
15631,"143,123",[2023-04-23 18:13:00 890],"0,0112","0,0167"
15746,"144,123",[2023-04-23 18:13:01 890],"0,0093","0,0142"
15860,"145,123",[2023-04-23 18:13:02 890],"0,0084","0,0128"
15974,"146,123",[2023-04-23 18:13:03 890],"0,0069","0,0094"
16083,"147,123",[2023-04-23 18:13:04 890],"0,01","0,0147"
16197,"148,123",[2023-04-23 18:13:05 890],"0,0097","0,0137"
16311,"149,123",[2023-04-23 18:13:06 890],"0,0097","0,0143"
16421,"150,123",[2023-04-23 18:13:07 890],"0,009","0,0126"
16532,"151,123",[2023-04-23 18:13:08 890],"0,0091","0,0129"
16644,"152,123",[2023-04-23 18:13:09 890],"0,0154","0,021"
16757,"153,123",[2023-04-23 18:13:10 890],"0,013","0,017"
16864,"154,123",[2023-04-23 18:13:11 890],"0,0161","0,0202"
16977,"155,123",[2023-04-23 18:13:12 890],"0,0077","0,0091"
17089,"156,123",[2023-04-23 18:13:13 890],"0,0087","0,01"
17202,"157,123",[2023-04-23 18:13:14 890],"0,0193","0,0262"
17314,"158,123",[2023-04-23 18:13:15 890],"0,0198","0,0325"
17421,"159,123",[2023-04-23 18:13:16 890],"0,0154","0,0205"
17534,"160,123",[2023-04-23 18:13:17 890],"0,0074","0,0085"
17645,"161,123",[2023-04-23 18:13:18 890],"0,0078","0,009"
17754,"162,123",[2023-04-23 18:13:19 890],"0,0063","0,0071"
17862,"163,123",[2023-04-23 18:13:20 890],"0,006","0,0069"
17973,"164,123",[2023-04-23 18:13:21 890],"0,0054","0,0063"
18084,"165,123",[2023-04-23 18:13:22 890],"0,0079","0,0091"
18189,"166,123",[2023-04-23 18:13:23 890],"0,0077","0,009"
18302,"167,123",[2023-04-23 18:13:24 890],"0,0073","0,0094"
18417,"168,123",[2023-04-23 18:13:25 890],"0,0063","0,0083"
18532,"169,123",[2023-04-23 18:13:26 890],"0,0031","0,0036"
18638,"170,123",[2023-04-23 18:13:27 890],"0,0028","0,0033"
18752,"171,123",[2023-04-23 18:13:28 890],"0,0027","0,0034"
18867,"172,123",[2023-04-23 18:13:29 890],"0,0039","0,0051"
18977,"173,123",[2023-04-23 18:13:30 890],"0,0041","0,0051"
19088,"174,123",[2023-04-23 18:13:31 890],"0,0069","0,0097"
19201,"175,123",[2023-04-23 18:13:32 890],"0,0077","0,0098"
19315,"176,123",[2023-04-23 18:13:33 890],"0,0179","0,0236"
19422,"177,123",[2023-04-23 18:13:34 890],"0,0132","0,0161"
19535,"178,123",[2023-04-23 18:13:35 890],"0,0132","0,0154"
19648,"179,123",[2023-04-23 18:13:36 890],"0,014","0,0177"
19764,"180,123",[2023-04-23 18:13:37 890],"0,0184","0,0243"
19873,"181,123",[2023-04-23 18:13:38 890],"0,0169","0,0229"
19987,"182,123",[2023-04-23 18:13:39 890],"0,0093","0,0123"
20100,"183,123",[2023-04-23 18:13:40 890],"0,0098","0,0129"
20213,"184,123",[2023-04-23 18:13:41 890],"0,0056","0,0076"
20342,"185,284",[2023-04-23 18:13:43 051],"0,0086","0,0114"
20457,"186,284",[2023-04-23 18:13:44 051],"0,0173","0,0228"
20570,"187,284",[2023-04-23 18:13:45 051],"0,0164","0,0208"
20679,"188,284",[2023-04-23 18:13:46 051],"0,0114","0,015"
20789,"189,284",[2023-04-23 18:13:47 051],"0,009","0,0123"
20900,"190,284",[2023-04-23 18:13:48 051],"0,0202","0,0268"
21011,"191,284",[2023-04-23 18:13:49 051],"0,0276","0,0395"
21117,"192,284",[2023-04-23 18:13:50 051],"0,0441","0,0663"
21227,"193,284",[2023-04-23 18:13:51 051],"0,0108","0,0131"
21338,"194,284",[2023-04-23 18:13:52 051],"0,0116","0,0149"
21449,"195,284",[2023-04-23 18:13:53 051],"0,007","0,0083"
21557,"196,284",[2023-04-23 18:13:54 051],"0,0067","0,009"
21664,"197,284",[2023-04-23 18:13:55 051],"0,0099","0,0129"
21775,"198,284",[2023-04-23 18:13:56 051],"0,0127","0,018"
21886,"199,284",[2023-04-23 18:13:57 051],"0,0164","0,0216"
21992,"200,284",[2023-04-23 18:13:58 051],"0,0147","0,0213"
22106,"201,284",[2023-04-23 18:13:59 051],"0,0221","0,03"
22220,"202,284",[2023-04-23 18:14:00 051],"0,0133","0,0205"
22332,"203,284",[2023-04-23 18:14:01 051],"0,0153","0,0221"
22442,"204,284",[2023-04-23 18:14:02 051],"0,0144","0,0225"
22557,"205,284",[2023-04-23 18:14:03 051],"0,0103","0,0152"
22670,"206,284",[2023-04-23 18:14:04 051],"0,0117","0,0183"
22783,"207,284",[2023-04-23 18:14:05 051],"0,0159","0,0233"
22893,"208,284",[2023-04-23 18:14:06 051],"0,0135","0,0209"
23008,"209,284",[2023-04-23 18:14:07 051],"0,0111","0,0188"
23122,"210,284",[2023-04-23 18:14:08 051],"0,0107","0,0174"
23232,"211,284",[2023-04-23 18:14:09 051],"0,0096","0,0149"
23342,"212,284",[2023-04-23 18:14:10 051],"0,0094","0,0158"
23455,"213,284",[2023-04-23 18:14:11 051],"0,0182","0,0259"
23568,"214,284",[2023-04-23 18:14:12 051],"0,0157","0,0226"
23676,"215,284",[2023-04-23 18:14:13 051],"0,0162","0,0248"
23789,"216,284",[2023-04-23 18:14:14 051],"0,0125","0,0179"
23902,"217,284",[2023-04-23 18:14:15 051],"0,0124","0,019"
24015,"218,284",[2023-04-23 18:14:16 051],"0,0125","0,0188"
24124,"219,284",[2023-04-23 18:14:17 051],"0,0129","0,0189"
24239,"220,284",[2023-04-23 18:14:18 051],"0,0128","0,0188"
24353,"221,284",[2023-04-23 18:14:19 051],"0,015","0,0216"
24464,"222,284",[2023-04-23 18:14:20 051],"0,0143","0,0204"
24576,"223,284",[2023-04-23 18:14:21 051],"0,0149","0,0234"
24690,"224,284",[2023-04-23 18:14:22 051],"0,013","0,0181"
24805,"225,284",[2023-04-23 18:14:23 051],"0,0127","0,0189"
24915,"226,284",[2023-04-23 18:14:24 051],"0,0189","0,0287"
25027,"227,284",[2023-04-23 18:14:25 051],"0,0181","0,0251"
25142,"228,284",[2023-04-23 18:14:26 051],"0,0149","0,0214"
25256,"229,284",[2023-04-23 18:14:27 051],"0,0134","0,0194"
25366,"230,284",[2023-04-23 18:14:28 051],"0,0129","0,0202"
25480,"231,284",[2023-04-23 18:14:29 051],"0,0149","0,0223"
25594,"232,284",[2023-04-23 18:14:30 051],"0,0147","0,0225"
25707,"233,284",[2023-04-23 18:14:31 051],"0,0146","0,0212"
25815,"234,284",[2023-04-23 18:14:32 051],"0,0131","0,0188"
25925,"235,284",[2023-04-23 18:14:33 051],"0,0123","0,0183"
26037,"236,284",[2023-04-23 18:14:34 051],"0,0112","0,0166"
26149,"237,284",[2023-04-23 18:14:35 051],"0,013","0,0201"
26259,"238,284",[2023-04-23 18:14:36 051],"0,0135","0,0207"
26374,"239,284",[2023-04-23 18:14:37 051],"0,0142","0,0203"
26486,"240,284",[2023-04-23 18:14:38 051],"0,0109","0,0164"
26596,"241,284",[2023-04-23 18:14:39 051],"0,0103","0,0149"
26701,"242,284",[2023-04-23 18:14:40 051],"0,0125","0,0177"
26812,"243,284",[2023-04-23 18:14:41 051],"0,0138","0,0216"
26923,"244,284",[2023-04-23 18:14:42 051],"0,0072","0,0113"
27032,"245,284",[2023-04-23 18:14:43 051],"0,0073","0,0116"
27160,"246,446",[2023-04-23 18:14:44 213],"0,0123","0,0169"
27271,"247,446",[2023-04-23 18:14:45 213],"0,0151","0,0177"
27382,"248,446",[2023-04-23 18:14:46 213],"0,0176","0,0203"
27489,"249,446",[2023-04-23 18:14:47 213],"0,0113","0,0134"
27599,"250,446",[2023-04-23 18:14:48 213],"0,0202","0,0233"
27710,"251,446",[2023-04-23 18:14:49 213],"0,0183","0,0218"
27824,"252,446",[2023-04-23 18:14:50 213],"0,012","0,0145"
27932,"253,446",[2023-04-23 18:14:51 213],"0,0066","0,0092"
28046,"254,446",[2023-04-23 18:14:52 213],"0,0082","0,0117"
28159,"255,446",[2023-04-23 18:14:53 213],"0,0098","0,0128"
28271,"256,446",[2023-04-23 18:14:54 213],"0,0109","0,017"
28382,"257,446",[2023-04-23 18:14:55 213],"0,0089","0,0126"
28493,"258,446",[2023-04-23 18:14:56 213],"0,0114","0,0139"
28606,"259,446",[2023-04-23 18:14:57 213],"0,0097","0,0133"
28714,"260,446",[2023-04-23 18:14:58 213],"0,0114","0,0158"
28828,"261,446",[2023-04-23 18:14:59 213],"0,0111","0,0138"
28939,"262,446",[2023-04-23 18:15:00 213],"0,0217","0,0293"
29052,"263,446",[2023-04-23 18:15:01 213],"0,0164","0,0249"
29160,"264,446",[2023-04-23 18:15:02 213],"0,01","0,0133"
29270,"265,446",[2023-04-23 18:15:03 213],"0,0094","0,0149"
29384,"266,446",[2023-04-23 18:15:04 213],"0,008","0,0118"
29494,"267,446",[2023-04-23 18:15:05 213],"0,0085","0,0103"
29604,"268,446",[2023-04-23 18:15:06 213],"0,0082","0,0102"
29714,"269,446",[2023-04-23 18:15:07 213],"0,0096","0,0129"
29825,"270,446",[2023-04-23 18:15:08 213],"0,0083","0,0108"
29936,"271,446",[2023-04-23 18:15:09 213],"0,0117","0,0161"
30043,"272,446",[2023-04-23 18:15:10 213],"0,0126","0,0155"
30152,"273,446",[2023-04-23 18:15:11 213],"0,0082","0,0112"
30263,"274,446",[2023-04-23 18:15:12 213],"0,0066","0,0088"
30376,"275,446",[2023-04-23 18:15:13 213],"0,0074","0,0096"
30484,"276,446",[2023-04-23 18:15:14 213],"0,0067","0,0084"
30596,"277,446",[2023-04-23 18:15:15 213],"0,0076","0,0102"
30711,"278,446",[2023-04-23 18:15:16 213],"0,006","0,0084"
30822,"279,446",[2023-04-23 18:15:17 213],"0,0078","0,01"
30932,"280,446",[2023-04-23 18:15:18 213],"0,0079","0,0096"
31047,"281,446",[2023-04-23 18:15:19 213],"0,0134","0,0184"
31160,"282,446",[2023-04-23 18:15:20 213],"0,0097","0,012"
31270,"283,446",[2023-04-23 18:15:21 213],"0,007","0,0086"
31382,"284,446",[2023-04-23 18:15:22 213],"0,0055","0,0074"
31495,"285,446",[2023-04-23 18:15:23 213],"0,0061","0,0073"
31608,"286,446",[2023-04-23 18:15:24 213],"0,0075","0,0095"
31719,"287,446",[2023-04-23 18:15:25 213],"0,0053","0,007"
31833,"288,446",[2023-04-23 18:15:26 213],"0,0084","0,0129"
31946,"289,446",[2023-04-23 18:15:27 213],"0,0066","0,0098"
32058,"290,446",[2023-04-23 18:15:28 213],"0,008","0,0097"
32168,"291,446",[2023-04-23 18:15:29 213],"0,0065","0,0088"
32282,"292,446",[2023-04-23 18:15:30 213],"0,0063","0,0077"
32396,"293,446",[2023-04-23 18:15:31 213],"0,0065","0,0079"
32506,"294,446",[2023-04-23 18:15:32 213],"0,0055","0,0067"
32616,"295,446",[2023-04-23 18:15:33 213],"0,0084","0,0132"
32728,"296,446",[2023-04-23 18:15:34 213],"0,007","0,0099"
32839,"297,446",[2023-04-23 18:15:35 213],"0,0076","0,0109"
32946,"298,446",[2023-04-23 18:15:36 213],"0,0069","0,01"
33055,"299,446",[2023-04-23 18:15:37 213],"0,0069","0,0112"
33165,"300,446",[2023-04-23 18:15:38 213],"0,0075","0,0107"
33275,"301,446",[2023-04-23 18:15:39 213],"0,019","0,0261"
33382,"302,446",[2023-04-23 18:15:40 213],"0,0291","0,0333"
33492,"303,446",[2023-04-23 18:15:41 213],"0,0103","0,0123"
33603,"304,446",[2023-04-23 18:15:42 213],"0,0089","0,0113"
33711,"305,446",[2023-04-23 18:15:43 213],"0,0098","0,0127"
33821,"306,446",[2023-04-23 18:15:44 213],"0,0108","0,0123"
33949,"307,607",[2023-04-23 18:15:45 374],"0,0102","0,0124"
34060,"308,607",[2023-04-23 18:15:46 374],"0,0107","0,014"
34173,"309,607",[2023-04-23 18:15:47 374],"0,0055","0,0073"
34282,"310,607",[2023-04-23 18:15:48 374],"0,0042","0,0051"
34392,"311,607",[2023-04-23 18:15:49 374],"0,0049","0,0058"
34502,"312,607",[2023-04-23 18:15:50 374],"0,0054","0,007"
34611,"313,607",[2023-04-23 18:15:51 374],"0,0141","0,0169"
34718,"314,607",[2023-04-23 18:15:52 374],"0,0123","0,0142"
34828,"315,607",[2023-04-23 18:15:53 374],"0,0101","0,0122"
34939,"316,607",[2023-04-23 18:15:54 374],"0,0167","0,0188"
35046,"317,607",[2023-04-23 18:15:55 374],"0,0041","0,0049"
35157,"318,607",[2023-04-23 18:15:56 374],"0,0048","0,0055"
35267,"319,607",[2023-04-23 18:15:57 374],"0,0072","0,0095"
35378,"320,607",[2023-04-23 18:15:58 374],"0,0091","0,0108"
35484,"321,607",[2023-04-23 18:15:59 374],"0,0078","0,0114"
35595,"322,607",[2023-04-23 18:16:00 374],"0,0058","0,008"
35705,"323,607",[2023-04-23 18:16:01 374],"0,0085","0,0108"
35814,"324,607",[2023-04-23 18:16:02 374],"0,0076","0,0089"
35923,"325,607",[2023-04-23 18:16:03 374],"0,0108","0,0122"
36033,"326,607",[2023-04-23 18:16:04 374],"0,0144","0,0157"
36144,"327,607",[2023-04-23 18:16:05 374],"0,0109","0,0122"
36251,"328,607",[2023-04-23 18:16:06 374],"0,0083","0,0101"
36362,"329,607",[2023-04-23 18:16:07 374],"0,0095","0,0125"
36472,"330,607",[2023-04-23 18:16:08 374],"0,0075","0,0098"
36583,"331,607",[2023-04-23 18:16:09 374],"0,0087","0,0132"
36690,"332,607",[2023-04-23 18:16:10 374],"0,0131","0,017"
36800,"333,607",[2023-04-23 18:16:11 374],"0,0089","0,0126"
36910,"334,607",[2023-04-23 18:16:12 374],"0,0061","0,0091"
37021,"335,607",[2023-04-23 18:16:13 374],"0,0066","0,0097"
37131,"336,607",[2023-04-23 18:16:14 374],"0,0064","0,0097"
37243,"337,607",[2023-04-23 18:16:15 374],"0,006","0,0087"
37355,"338,607",[2023-04-23 18:16:16 374],"0,0075","0,0093"
37464,"339,607",[2023-04-23 18:16:17 374],"0,0069","0,009"
37577,"340,607",[2023-04-23 18:16:18 374],"0,0062","0,0084"
37689,"341,607",[2023-04-23 18:16:19 374],"0,0132","0,016"
37802,"342,607",[2023-04-23 18:16:20 374],"0,0063","0,0087"
37913,"343,607",[2023-04-23 18:16:21 374],"0,007","0,011"
38024,"344,607",[2023-04-23 18:16:22 374],"0,005","0,0078"
38136,"345,607",[2023-04-23 18:16:23 374],"0,0071","0,0107"
38250,"346,607",[2023-04-23 18:16:24 374],"0,005","0,0075"
38363,"347,607",[2023-04-23 18:16:25 374],"0,0078","0,0109"
38470,"348,607",[2023-04-23 18:16:26 374],"0,005","0,0081"
38581,"349,607",[2023-04-23 18:16:27 374],"0,0033","0,0044"
38694,"350,607",[2023-04-23 18:16:28 374],"0,0025","0,0034"
38804,"351,607",[2023-04-23 18:16:29 374],"0,017","0,0247"
38915,"352,607",[2023-04-23 18:16:30 374],"0,021","0,0286"
39027,"353,607",[2023-04-23 18:16:31 374],"0,0217","0,0393"
39138,"354,607",[2023-04-23 18:16:32 374],"0,0175","0,0279"
39244,"355,607",[2023-04-23 18:16:33 374],"0,0049","0,0067"
39355,"356,607",[2023-04-23 18:16:34 374],"0,0077","0,0096"
39465,"357,607",[2023-04-23 18:16:35 374],"0,0068","0,0081"
39576,"358,607",[2023-04-23 18:16:36 374],"0,0088","0,0101"
39682,"359,607",[2023-04-23 18:16:37 374],"0,0069","0,0078"
39792,"360,607",[2023-04-23 18:16:38 374],"0,0062","0,0088"
39903,"361,607",[2023-04-23 18:16:39 374],"0,0052","0,0067"
40011,"362,607",[2023-04-23 18:16:40 374],"0,0048","0,0059"
40119,"363,607",[2023-04-23 18:16:41 374],"0,007","0,0085"
40229,"364,607",[2023-04-23 18:16:42 374],"0,0064","0,0081"
40340,"365,607",[2023-04-23 18:16:43 374],"0,0067","0,008"
40446,"366,607",[2023-04-23 18:16:44 374],"0,0063","0,0076"
40557,"367,607",[2023-04-23 18:16:45 374],"0,011","0,0125"
40685,"368,770",[2023-04-23 18:16:46 537],"0,0179","0,0208"
40796,"369,770",[2023-04-23 18:16:47 537],"0,0174","0,0218"
40905,"370,770",[2023-04-23 18:16:48 537],"0,0069","0,0082"
41017,"371,770",[2023-04-23 18:16:49 537],"0,0083","0,0093"
41127,"372,770",[2023-04-23 18:16:50 537],"0,0087","0,01"
41234,"373,770",[2023-04-23 18:16:51 537],"0,009","0,0103"
41343,"374,770",[2023-04-23 18:16:52 537],"0,0107","0,0127"
41454,"375,770",[2023-04-23 18:16:53 537],"0,0266","0,0299"
41564,"376,770",[2023-04-23 18:16:54 537],"0,0226","0,0268"
41670,"377,770",[2023-04-23 18:16:55 537],"0,0296","0,036"
41780,"378,770",[2023-04-23 18:16:56 537],"0,0103","0,0123"
41891,"379,770",[2023-04-23 18:16:57 537],"0,0104","0,0128"
42001,"380,770",[2023-04-23 18:16:58 537],"0,0037","0,0042"
42108,"381,770",[2023-04-23 18:16:59 537],"0,0023","0,003"
42219,"382,770",[2023-04-23 18:17:00 537],"0,0032","0,004"
42330,"383,770",[2023-04-23 18:17:01 537],"0,0031","0,004"
42440,"384,770",[2023-04-23 18:17:02 537],"0,0057","0,0068"
42549,"385,770",[2023-04-23 18:17:03 537],"0,0039","0,0047"
42657,"386,770",[2023-04-23 18:17:04 537],"0,0029","0,0034"
42767,"387,770",[2023-04-23 18:17:05 537],"0,0031","0,0044"
42877,"388,770",[2023-04-23 18:17:06 537],"0,0022","0,0026"
42984,"389,770",[2023-04-23 18:17:07 537],"0,0022","0,0026"
43095,"390,770",[2023-04-23 18:17:08 537],"0,002","0,0023"
43205,"391,770",[2023-04-23 18:17:09 537],"0,0022","0,0027"
