,seconds,date,hr,activity_load_2d,activity_load_3d,IsOnCourt
5649,8611.302,[2023-04-23 20:33:45 551],98.0,0.1527,0.1874,
5650,8612.302,[2023-04-23 20:33:46 551],98.0,0.0463,0.0865,
5651,8613.302,[2023-04-23 20:33:47 551],98.0,0.0779,0.1403,
5652,8614.302,[2023-04-23 20:33:48 551],97.0,0.0305,0.0405,
5653,8615.302,[2023-04-23 20:33:49 551],96.0,0.026,0.034,
5654,8616.302,[2023-04-23 20:33:50 551],96.0,0.0355,0.0455,
5655,8617.302,[2023-04-23 20:33:51 551],96.0,0.0156,0.02,
5656,8618.302,[2023-04-23 20:33:52 551],96.0,0.0266,0.0395,
5657,8619.302,[2023-04-23 20:33:53 551],97.0,0.0243,0.0309,
5658,8620.302,[2023-04-23 20:33:54 551],100.0,0.0541,0.089,
5659,8621.302,[2023-04-23 20:33:55 551],103.0,0.0404,0.0727,
5660,8622.302,[2023-04-23 20:33:56 551],104.0,0.0673,0.1134,
5661,8623.302,[2023-04-23 20:33:57 551],103.0,0.0608,0.102,
5662,8624.302,[2023-04-23 20:33:58 551],103.0,0.0466,0.0963,
5663,8625.302,[2023-04-23 20:33:59 551],104.0,0.0476,0.0899,
5664,8626.302,[2023-04-23 20:34:00 551],104.0,0.0386,0.0997,
5665,8627.302,[2023-04-23 20:34:01 551],104.0,0.0464,0.0755,
5666,8628.302,[2023-04-23 20:34:02 551],105.0,0.0408,0.0781,
5667,8629.302,[2023-04-23 20:34:03 551],106.0,0.0539,0.0919,
5668,8630.302,[2023-04-23 20:34:04 551],107.0,0.0449,0.0785,
5669,8631.302,[2023-04-23 20:34:05 551],108.0,0.0442,0.0828,
5670,8632.302,[2023-04-23 20:34:06 551],109.0,0.0332,0.0485,
5671,8633.302,[2023-04-23 20:34:07 551],109.0,0.0595,0.0811,
5672,8634.302,[2023-04-23 20:34:08 551],110.0,0.0444,0.0614,
5673,8635.302,[2023-04-23 20:34:09 551],110.0,0.044,0.0643,
5674,8636.302,[2023-04-23 20:34:10 551],110.0,0.0532,0.0867,
5675,8637.302,[2023-04-23 20:34:11 551],110.0,0.0646,0.1057,
5676,8638.302,[2023-04-23 20:34:12 551],110.0,0.0596,0.1007,
5677,8639.302,[2023-04-23 20:34:13 551],110.0,0.096,0.1449,
5678,8640.302,[2023-04-23 20:34:14 551],110.0,0.0539,0.0888,
5679,8641.302,[2023-04-23 20:34:15 551],110.0,0.0365,0.0774,
5680,8642.302,[2023-04-23 20:34:16 551],110.0,0.0311,0.0494,
5681,8643.302,[2023-04-23 20:34:17 551],110.0,0.0361,0.0624,
5682,8644.302,[2023-04-23 20:34:18 551],110.0,0.0391,0.0653,
5683,8645.302,[2023-04-23 20:34:19 551],111.0,0.0359,0.0781,
5684,8646.302,[2023-04-23 20:34:20 551],113.0,0.0123,0.0179,
5685,8647.302,[2023-04-23 20:34:21 551],114.0,0.0173,0.0227,
5686,8648.302,[2023-04-23 20:34:22 551],115.0,0.0134,0.0169,
5687,8649.302,[2023-04-23 20:34:23 551],119.0,0.0212,0.0264,
5688,8650.302,[2023-04-23 20:34:24 551],120.0,0.0381,0.0572,
5689,8651.302,[2023-04-23 20:34:25 551],118.0,0.0157,0.0257,
5690,8652.302,[2023-04-23 20:34:26 551],117.0,0.0071,0.0094,
5691,8653.302,[2023-04-23 20:34:27 551],118.0,0.0062,0.0071,
5692,8654.302,[2023-04-23 20:34:28 551],118.0,0.0407,0.0459,
5693,8655.302,[2023-04-23 20:34:29 551],117.0,0.0105,0.014,
5694,8656.302,[2023-04-23 20:34:30 551],117.0,0.0159,0.0232,
5695,8657.302,[2023-04-23 20:34:31 551],118.0,0.0163,0.0207,
5696,8658.302,[2023-04-23 20:34:32 551],119.0,0.0106,0.0131,
5697,8659.302,[2023-04-23 20:34:33 551],118.0,0.0085,0.01,
5698,8660.302,[2023-04-23 20:34:34 551],118.0,0.0047,0.0059,
5699,8661.302,[2023-04-23 20:34:35 551],117.0,0.0038,0.0046,
5700,8662.302,[2023-04-23 20:34:36 551],117.0,0.0063,0.0085,
5701,8663.302,[2023-04-23 20:34:37 551],117.0,0.0223,0.0318,
5702,8664.302,[2023-04-23 20:34:38 551],117.0,0.0439,0.0812,
5703,8665.302,[2023-04-23 20:34:39 551],117.0,0.0185,0.0221,
5704,8666.302,[2023-04-23 20:34:40 551],119.0,0.0113,0.0141,
5705,8667.302,[2023-04-23 20:34:41 551],123.0,0.0223,0.0328,
5706,8668.302,[2023-04-23 20:34:42 551],124.0,0.0228,0.0304,
5707,8669.302,[2023-04-23 20:34:43 551],125.0,0.028,0.0399,
5708,8670.302,[2023-04-23 20:34:44 551],124.0,0.134,0.1862,
5709,8671.302,[2023-04-23 20:34:45 551],125.0,0.0174,0.0226,
5710,8672.302,[2023-04-23 20:34:46 551],127.0,0.0113,0.0159,
5711,8673.302,[2023-04-23 20:34:47 551],128.0,0.0126,0.0166,
5712,8674.302,[2023-04-23 20:34:48 551],127.0,0.0409,0.0594,
5713,8675.302,[2023-04-23 20:34:49 551],127.0,0.0293,0.0403,
5714,8676.302,[2023-04-23 20:34:50 551],125.0,0.0547,0.0778,
5715,8677.302,[2023-04-23 20:34:51 551],122.0,0.0681,0.1118,
5716,8678.302,[2023-04-23 20:34:52 551],121.0,0.0205,0.0247,
5717,8679.302,[2023-04-23 20:34:53 551],121.0,0.0148,0.022,
5718,8680.302,[2023-04-23 20:34:54 551],121.0,0.0222,0.0287,
5719,8681.302,[2023-04-23 20:34:55 551],120.0,0.0097,0.012,
5720,8682.302,[2023-04-23 20:34:56 551],121.0,0.0096,0.0131,
5721,8683.302,[2023-04-23 20:34:57 551],120.0,0.0172,0.0239,
5722,8684.302,[2023-04-23 20:34:58 551],119.0,0.0593,0.0855,
5723,8685.302,[2023-04-23 20:34:59 551],119.0,0.025,0.0352,
5724,8686.302,[2023-04-23 20:35:00 551],120.0,0.0167,0.0302,
5725,8687.302,[2023-04-23 20:35:01 551],121.0,0.0053,0.0076,
5726,8688.302,[2023-04-23 20:35:02 551],121.0,0.0198,0.0306,
5727,8689.302,[2023-04-23 20:35:03 551],121.0,0.0484,0.105,
5728,8690.302,[2023-04-23 20:35:04 551],124.0,0.0833,0.1723,
5729,8691.302,[2023-04-23 20:35:05 551],127.0,0.0803,0.1396,
5730,8692.302,[2023-04-23 20:35:06 551],129.0,0.079,0.1657,
5731,8693.302,[2023-04-23 20:35:07 551],132.0,0.0627,0.1184,
5732,8694.302,[2023-04-23 20:35:08 551],132.0,0.0915,0.1551,
5733,8695.302,[2023-04-23 20:35:09 551],135.0,0.0861,0.1293,
5734,8696.302,[2023-04-23 20:35:10 551],138.0,0.0527,0.0874,
5735,8697.302,[2023-04-23 20:35:11 551],139.0,0.0677,0.1182,
5736,8698.302,[2023-04-23 20:35:12 551],139.0,0.0631,0.1179,
5737,8699.302,[2023-04-23 20:35:13 551],140.0,0.0627,0.127,
5738,8700.302,[2023-04-23 20:35:14 551],139.0,0.1486,0.1895,
5739,8701.302,[2023-04-23 20:35:15 551],138.0,0.119,0.1592,
5740,8702.302,[2023-04-23 20:35:16 551],138.0,0.0805,0.1288,
5741,8703.302,[2023-04-23 20:35:17 551],137.0,0.1471,0.2259,
5742,8704.302,[2023-04-23 20:35:18 551],137.0,0.0824,0.1213,
5743,8705.302,[2023-04-23 20:35:19 551],137.0,0.0632,0.0901,
5744,8706.302,[2023-04-23 20:35:20 551],137.0,0.0167,0.0233,
5745,8707.302,[2023-04-23 20:35:21 551],137.0,0.0166,0.0241,
5746,8708.302,[2023-04-23 20:35:22 551],138.0,0.0206,0.0293,
5747,8709.302,[2023-04-23 20:35:23 551],139.0,0.0384,0.0566,
5748,8710.302,[2023-04-23 20:35:24 551],140.0,0.0305,0.0427,
5749,8711.302,[2023-04-23 20:35:25 551],140.0,0.0582,0.0747,
5750,8712.302,[2023-04-23 20:35:26 551],140.0,0.0387,0.0622,
5751,8713.302,[2023-04-23 20:35:27 551],141.0,0.0364,0.0463,
5752,8714.302,[2023-04-23 20:35:28 551],142.0,0.0292,0.0398,
5753,8715.302,[2023-04-23 20:35:29 551],141.0,0.0282,0.0406,
5754,8716.302,[2023-04-23 20:35:30 551],140.0,0.0285,0.0401,
5755,8717.302,[2023-04-23 20:35:31 551],140.0,0.0282,0.0407,
5756,8718.302,[2023-04-23 20:35:32 551],140.0,0.0379,0.0556,
5757,8719.302,[2023-04-23 20:35:33 551],140.0,0.0245,0.0351,
5758,8720.302,[2023-04-23 20:35:34 551],140.0,0.0213,0.0324,
5759,8721.302,[2023-04-23 20:35:35 551],141.0,0.022,0.0326,
5760,8722.302,[2023-04-23 20:35:36 551],142.0,0.0316,0.0439,
5761,8723.302,[2023-04-23 20:35:37 551],142.0,0.1132,0.1815,
5762,8724.302,[2023-04-23 20:35:38 551],142.0,0.0727,0.1153,
5763,8725.302,[2023-04-23 20:35:39 551],141.0,0.0623,0.1007,
5764,8726.302,[2023-04-23 20:35:40 551],139.0,0.1615,0.2622,
5765,8727.302,[2023-04-23 20:35:41 551],135.0,0.1328,0.2086,
5766,8728.302,[2023-04-23 20:35:42 551],133.0,0.0856,0.141,
5767,8729.302,[2023-04-23 20:35:43 551],131.0,0.0457,0.072,
5768,8730.302,[2023-04-23 20:35:44 551],128.0,0.0587,0.0929,
5769,8731.302,[2023-04-23 20:35:45 551],127.0,0.0936,0.127,
5770,8732.302,[2023-04-23 20:35:46 551],127.0,0.0765,0.1032,
5771,8733.302,[2023-04-23 20:35:47 551],127.0,0.026,0.0401,
5772,8734.302,[2023-04-23 20:35:48 551],127.0,0.0297,0.0397,
5773,8735.302,[2023-04-23 20:35:49 551],127.0,0.0311,0.0464,
5774,8736.302,[2023-04-23 20:35:50 551],129.0,0.0281,0.0498,
5775,8737.302,[2023-04-23 20:35:51 551],132.0,0.0197,0.03,
5776,8738.302,[2023-04-23 20:35:52 551],133.0,0.0175,0.0266,
5777,8739.302,[2023-04-23 20:35:53 551],133.0,0.0133,0.0199,
5778,8740.302,[2023-04-23 20:35:54 551],133.0,0.0176,0.0267,
5779,8741.302,[2023-04-23 20:35:55 551],134.0,0.0156,0.0217,
5780,8742.302,[2023-04-23 20:35:56 551],136.0,0.0184,0.029,
5781,8743.302,[2023-04-23 20:35:57 551],136.0,0.0179,0.0282,
5782,8744.302,[2023-04-23 20:35:58 551],136.0,0.0153,0.0213,
5783,8745.302,[2023-04-23 20:35:59 551],137.0,0.0174,0.0279,
5784,8746.302,[2023-04-23 20:36:00 551],136.0,0.0189,0.0279,
5785,8747.302,[2023-04-23 20:36:01 551],137.0,0.0088,0.012,
5786,8748.302,[2023-04-23 20:36:02 551],138.0,0.0067,0.0093,
5787,8749.302,[2023-04-23 20:36:03 551],139.0,0.0077,0.0101,
5788,8750.302,[2023-04-23 20:36:04 551],143.0,0.0055,0.007,
5789,8751.302,[2023-04-23 20:36:05 551],145.0,0.0072,0.0091,
5790,8752.302,[2023-04-23 20:36:06 551],146.0,0.0065,0.0084,
5791,8753.302,[2023-04-23 20:36:07 551],144.0,0.0044,0.005,
5792,8754.302,[2023-04-23 20:36:08 551],140.0,0.0036,0.005,
5793,8755.302,[2023-04-23 20:36:09 551],137.0,0.0068,0.0087,
5794,8756.302,[2023-04-23 20:36:10 551],133.0,0.0055,0.0075,
5795,8757.302,[2023-04-23 20:36:11 551],131.0,0.0063,0.0089,
5796,8758.302,[2023-04-23 20:36:12 551],130.0,0.0046,0.0062,
5797,8759.302,[2023-04-23 20:36:13 551],130.0,0.0061,0.0087,
5798,8760.302,[2023-04-23 20:36:14 551],129.0,0.0033,0.0058,
5799,8761.302,[2023-04-23 20:36:15 551],129.0,0.0022,0.0032,
5800,8762.302,[2023-04-23 20:36:16 551],130.0,0.0137,0.0228,
5801,8763.302,[2023-04-23 20:36:17 551],131.0,0.0157,0.0218,
5802,8764.302,[2023-04-23 20:36:18 551],132.0,0.0087,0.0114,
5803,8765.302,[2023-04-23 20:36:19 551],132.0,0.0089,0.0123,
5804,8766.302,[2023-04-23 20:36:20 551],132.0,0.0027,0.0033,
5805,8767.302,[2023-04-23 20:36:21 551],131.0,0.0024,0.0029,
5806,8768.302,[2023-04-23 20:36:22 551],131.0,0.003,0.0043,
5807,8769.302,[2023-04-23 20:36:23 551],131.0,0.0024,0.0029,
5808,8770.302,[2023-04-23 20:36:24 551],129.0,0.0056,0.0073,
5809,8771.302,[2023-04-23 20:36:25 551],127.0,0.0092,0.015,
5810,8772.302,[2023-04-23 20:36:26 551],124.0,0.0034,0.0042,
5811,8773.302,[2023-04-23 20:36:27 551],120.0,0.0094,0.0122,
5812,8774.302,[2023-04-23 20:36:28 551],117.0,0.0054,0.0078,
5813,8775.302,[2023-04-23 20:36:29 551],114.0,0.007,0.0093,
5814,8776.302,[2023-04-23 20:36:30 551],112.0,0.0064,0.0085,
5815,8777.302,[2023-04-23 20:36:31 551],108.0,0.0035,0.0039,
5816,8778.302,[2023-04-23 20:36:32 551],107.0,0.009,0.0144,
5817,8779.302,[2023-04-23 20:36:33 551],108.0,0.0186,0.0319,
5818,8780.302,[2023-04-23 20:36:34 551],109.0,0.0399,0.0948,
5819,8781.302,[2023-04-23 20:36:35 551],110.0,0.076,0.1885,
5820,8782.302,[2023-04-23 20:36:36 551],111.0,0.0421,0.0978,
5821,8783.302,[2023-04-23 20:36:37 551],110.0,0.0505,0.1104,
5822,8784.302,[2023-04-23 20:36:38 551],109.0,0.0549,0.1129,
5823,8785.302,[2023-04-23 20:36:39 551],109.0,0.0428,0.0849,
5824,8786.302,[2023-04-23 20:36:40 551],109.0,0.0495,0.1076,
5825,8787.302,[2023-04-23 20:36:41 551],111.0,0.0498,0.0965,
5826,8788.302,[2023-04-23 20:36:42 551],113.0,0.0308,0.0545,
5827,8789.302,[2023-04-23 20:36:43 551],114.0,0.0069,0.0107,
5828,8790.302,[2023-04-23 20:36:44 551],114.0,0.006,0.0088,
5829,8791.302,[2023-04-23 20:36:45 551],112.0,0.0059,0.0077,
5830,8792.302,[2023-04-23 20:36:46 551],108.0,0.0032,0.0046,
5831,8793.302,[2023-04-23 20:36:47 551],105.0,0.005,0.0066,
5832,8794.302,[2023-04-23 20:36:48 551],103.0,0.0058,0.0079,
5833,8795.302,[2023-04-23 20:36:49 551],102.0,0.0079,0.0099,
5834,8796.302,[2023-04-23 20:36:50 551],101.0,0.0052,0.0075,
5835,8797.302,[2023-04-23 20:36:51 551],102.0,0.0031,0.0057,
5836,8798.302,[2023-04-23 20:36:52 551],103.0,0.0024,0.0051,
5837,8799.302,[2023-04-23 20:36:53 551],103.0,0.0025,0.0034,
5838,8800.302,[2023-04-23 20:36:54 551],104.0,0.0056,0.0073,
5839,8801.302,[2023-04-23 20:36:55 551],106.0,0.0024,0.0034,
5840,8802.302,[2023-04-23 20:36:56 551],107.0,0.0034,0.0049,
5841,8803.302,[2023-04-23 20:36:57 551],107.0,0.0024,0.0049,
5842,8804.302,[2023-04-23 20:36:58 551],108.0,0.0021,0.0028,
5843,8805.302,[2023-04-23 20:36:59 551],107.0,0.0019,0.0023,
5844,8806.302,[2023-04-23 20:37:00 551],104.0,0.0021,0.0024,
5845,8807.302,[2023-04-23 20:37:01 551],103.0,0.0023,0.0026,
5846,8808.302,[2023-04-23 20:37:02 551],103.0,0.0022,0.0026,
5847,8809.302,[2023-04-23 20:37:03 551],100.0,0.0025,0.0034,
5848,8810.302,[2023-04-23 20:37:04 551],98.0,0.0026,0.0033,
5849,8811.302,[2023-04-23 20:37:05 551],96.0,0.0024,0.0036,
5850,8812.302,[2023-04-23 20:37:06 551],93.0,0.0047,0.0055,
5851,8813.302,[2023-04-23 20:37:07 551],91.0,0.0147,0.018,
5852,8814.302,[2023-04-23 20:37:08 551],92.0,0.008,0.0104,
5853,8815.302,[2023-04-23 20:37:09 551],93.0,0.0097,0.013,
5854,8816.302,[2023-04-23 20:37:10 551],95.0,0.0206,0.0308,
5855,8817.302,[2023-04-23 20:37:11 551],96.0,0.0092,0.013,
5856,8818.302,[2023-04-23 20:37:12 551],97.0,0.0209,0.0264,
5857,8819.302,[2023-04-23 20:37:13 551],97.0,0.0176,0.0252,
5858,8820.302,[2023-04-23 20:37:14 551],97.0,0.0345,0.0592,
5859,8821.302,[2023-04-23 20:37:15 551],95.0,0.0077,0.0118,
5860,8822.302,[2023-04-23 20:37:16 551],92.0,0.0198,0.0245,
5861,8823.302,[2023-04-23 20:37:17 551],92.0,0.0088,0.0122,
5862,8824.302,[2023-04-23 20:37:18 551],93.0,0.011,0.0144,
5863,8825.302,[2023-04-23 20:37:19 551],96.0,0.0067,0.0086,
5864,8826.302,[2023-04-23 20:37:20 551],97.0,0.0034,0.0042,
5865,8827.302,[2023-04-23 20:37:21 551],100.0,0.0039,0.0045,
5866,8828.302,[2023-04-23 20:37:22 551],104.0,0.0047,0.0054,
5867,8829.302,[2023-04-23 20:37:23 551],103.0,0.0152,0.0179,
5868,8830.302,[2023-04-23 20:37:24 551],102.0,0.0137,0.0192,
5869,8831.302,[2023-04-23 20:37:25 551],101.0,0.0173,0.0217,
5870,8832.302,[2023-04-23 20:37:26 551],97.0,0.012,0.0144,
5871,8833.302,[2023-04-23 20:37:27 551],94.0,0.0141,0.0192,
5872,8834.302,[2023-04-23 20:37:28 551],92.0,0.0268,0.0437,
5873,8835.302,[2023-04-23 20:37:29 551],92.0,0.0269,0.0475,
5874,8836.302,[2023-04-23 20:37:30 551],94.0,0.0304,0.0499,
5875,8837.302,[2023-04-23 20:37:31 551],96.0,0.0068,0.0118,
5876,8838.302,[2023-04-23 20:37:32 551],97.0,0.0088,0.0145,
5877,8839.302,[2023-04-23 20:37:33 551],98.0,0.0076,0.0108,
5878,8840.302,[2023-04-23 20:37:34 551],100.0,0.006,0.0097,
5879,8841.302,[2023-04-23 20:37:35 551],104.0,0.0097,0.0139,
5880,8842.302,[2023-04-23 20:37:36 551],105.0,0.0062,0.0096,
5881,8843.302,[2023-04-23 20:37:37 551],106.0,0.0065,0.0092,
5882,8844.302,[2023-04-23 20:37:38 551],107.0,0.0063,0.0086,
5883,8845.302,[2023-04-23 20:37:39 551],106.0,0.0073,0.0112,
5884,8846.302,[2023-04-23 20:37:40 551],106.0,0.007,0.0121,
5885,8847.302,[2023-04-23 20:37:41 551],106.0,0.0047,0.0068,
5886,8848.302,[2023-04-23 20:37:42 551],106.0,0.0037,0.0061,
5887,8849.302,[2023-04-23 20:37:43 551],106.0,0.0042,0.0069,
5888,8850.302,[2023-04-23 20:37:44 551],106.0,0.0035,0.0057,
5889,8851.302,[2023-04-23 20:37:45 551],106.0,0.0062,0.0095,
5890,8852.302,[2023-04-23 20:37:46 551],106.0,0.0029,0.0035,
5891,8853.302,[2023-04-23 20:37:47 551],106.0,0.0021,0.0024,
5892,8854.302,[2023-04-23 20:37:48 551],105.0,0.0019,0.0023,
5893,8855.302,[2023-04-23 20:37:49 551],105.0,0.0023,0.0027,
5894,8856.302,[2023-04-23 20:37:50 551],106.0,0.0021,0.0023,
5895,8857.302,[2023-04-23 20:37:51 551],105.0,0.0017,0.0019,
5896,8858.302,[2023-04-23 20:37:52 551],103.0,0.0019,0.0022,
5897,8859.302,[2023-04-23 20:37:53 551],102.0,0.0033,0.005,
5898,8860.302,[2023-04-23 20:37:54 551],101.0,0.0083,0.0106,
5899,8861.302,[2023-04-23 20:37:55 551],100.0,0.0116,0.0175,
5900,8862.302,[2023-04-23 20:37:56 551],99.0,0.0048,0.0054,
5901,8863.302,[2023-04-23 20:37:57 551],97.0,0.0029,0.0035,
5902,8864.302,[2023-04-23 20:37:58 551],95.0,0.0022,0.0025,
5903,8865.302,[2023-04-23 20:37:59 551],91.0,0.002,0.0023,
5904,8866.302,[2023-04-23 20:38:00 551],88.0,0.0022,0.0027,
5905,8867.302,[2023-04-23 20:38:01 551],87.0,0.002,0.0023,
5906,8868.302,[2023-04-23 20:38:02 551],85.0,0.0028,0.0044,
5907,8869.302,[2023-04-23 20:38:03 551],84.0,0.0022,0.0026,
5908,8870.302,[2023-04-23 20:38:04 551],83.0,0.0019,0.0023,
5909,8871.302,[2023-04-23 20:38:05 551],82.0,0.0022,0.0025,
5910,8872.302,[2023-04-23 20:38:06 551],81.0,0.0025,0.003,
5911,8873.302,[2023-04-23 20:38:07 551],80.0,0.0059,0.0069,
5912,8874.302,[2023-04-23 20:38:08 551],80.0,0.0085,0.0101,
5913,8875.302,[2023-04-23 20:38:09 551],82.0,0.0069,0.0074,
5914,8876.302,[2023-04-23 20:38:10 551],83.0,0.0024,0.0029,
5915,8877.302,[2023-04-23 20:38:11 551],85.0,0.0026,0.0032,
5916,8878.302,[2023-04-23 20:38:12 551],86.0,0.003,0.0037,
5917,8879.302,[2023-04-23 20:38:13 551],86.0,0.0043,0.0048,
5918,8880.302,[2023-04-23 20:38:14 551],86.0,0.0072,0.0093,
5919,8881.302,[2023-04-23 20:38:15 551],86.0,0.0091,0.0108,
5920,8882.302,[2023-04-23 20:38:16 551],87.0,0.0054,0.0065,
5921,8883.302,[2023-04-23 20:38:17 551],88.0,0.0049,0.006,
5922,8884.302,[2023-04-23 20:38:18 551],88.0,0.0059,0.0071,
5923,8885.302,[2023-04-23 20:38:19 551],87.0,0.0082,0.0097,
5924,8886.302,[2023-04-23 20:38:20 551],86.0,0.0105,0.0121,
5925,8887.302,[2023-04-23 20:38:21 551],86.0,0.0106,0.0138,
5926,8888.302,[2023-04-23 20:38:22 551],87.0,0.0055,0.007,
5927,8889.302,[2023-04-23 20:38:23 551],87.0,0.0119,0.0157,
5928,8890.302,[2023-04-23 20:38:24 551],86.0,0.0106,0.0146,
5929,8891.302,[2023-04-23 20:38:25 551],87.0,0.0068,0.0083,
5930,8892.302,[2023-04-23 20:38:26 551],88.0,0.0089,0.0112,
5931,8893.302,[2023-04-23 20:38:27 551],87.0,0.0173,0.0222,
5932,8894.302,[2023-04-23 20:38:28 551],88.0,0.0141,0.0169,
5933,8895.302,[2023-04-23 20:38:29 551],89.0,0.0086,0.0105,
5934,8896.302,[2023-04-23 20:38:30 551],90.0,0.0074,0.0089,
5935,8897.302,[2023-04-23 20:38:31 551],92.0,0.0063,0.0078,
5936,8898.302,[2023-04-23 20:38:32 551],93.0,0.0049,0.0061,
5937,8899.302,[2023-04-23 20:38:33 551],91.0,0.007,0.0083,
5938,8900.302,[2023-04-23 20:38:34 551],89.0,0.0111,0.0135,
5939,8901.302,[2023-04-23 20:38:35 551],87.0,0.0083,0.0098,
5940,8902.302,[2023-04-23 20:38:36 551],86.0,0.007,0.008,
5941,8903.302,[2023-04-23 20:38:37 551],86.0,0.0107,0.0124,
5942,8904.302,[2023-04-23 20:38:38 551],87.0,0.0061,0.0073,
5943,8905.302,[2023-04-23 20:38:39 551],87.0,0.0033,0.0042,
5944,8906.302,[2023-04-23 20:38:40 551],88.0,0.0039,0.005,
5945,8907.302,[2023-04-23 20:38:41 551],89.0,0.0061,0.0073,
5946,8908.302,[2023-04-23 20:38:42 551],89.0,0.004,0.005,
5947,8909.302,[2023-04-23 20:38:43 551],90.0,0.0063,0.0074,
5948,8910.302,[2023-04-23 20:38:44 551],90.0,0.008,0.0104,
5949,8911.302,[2023-04-23 20:38:45 551],90.0,0.0076,0.0095,
5950,8912.302,[2023-04-23 20:38:46 551],88.0,0.0067,0.0076,
5951,8913.302,[2023-04-23 20:38:47 551],86.0,0.0071,0.008,
5952,8914.302,[2023-04-23 20:38:48 551],84.0,0.0038,0.0045,
5953,8915.302,[2023-04-23 20:38:49 551],82.0,0.0055,0.0078,
5954,8916.302,[2023-04-23 20:38:50 551],80.0,0.002,0.0027,
5955,8917.302,[2023-04-23 20:38:51 551],80.0,0.0018,0.0023,
5956,8918.302,[2023-04-23 20:38:52 551],80.0,0.0019,0.0022,
5957,8919.302,[2023-04-23 20:38:53 551],81.0,0.0022,0.0036,
5958,8920.302,[2023-04-23 20:38:54 551],82.0,0.0022,0.0028,
5959,8921.302,[2023-04-23 20:38:55 551],83.0,0.0018,0.0023,
5960,8922.302,[2023-04-23 20:38:56 551],82.0,0.0018,0.0022,
5961,8923.302,[2023-04-23 20:38:57 551],81.0,0.0018,0.0021,
5962,8924.302,[2023-04-23 20:38:58 551],80.0,0.0019,0.0022,
5963,8925.302,[2023-04-23 20:38:59 551],79.0,0.002,0.0023,
5964,8926.302,[2023-04-23 20:39:00 551],79.0,0.0057,0.0094,
5965,8927.302,[2023-04-23 20:39:01 551],80.0,0.0048,0.0079,
5966,8928.302,[2023-04-23 20:39:02 551],81.0,0.0083,0.0141,
5967,8929.302,[2023-04-23 20:39:03 551],83.0,0.0151,0.0268,
5968,8930.302,[2023-04-23 20:39:04 551],84.0,0.0114,0.0182,
5969,8931.302,[2023-04-23 20:39:05 551],85.0,0.0122,0.02,
5970,8932.302,[2023-04-23 20:39:06 551],86.0,0.0118,0.0186,
5971,8933.302,[2023-04-23 20:39:07 551],86.0,0.0108,0.0168,
5972,8934.302,[2023-04-23 20:39:08 551],85.0,0.0137,0.024,
5973,8935.302,[2023-04-23 20:39:09 551],83.0,0.0114,0.0206,
5974,8936.302,[2023-04-23 20:39:10 551],81.0,0.0102,0.0184,
5975,8937.302,[2023-04-23 20:39:11 551],78.0,0.0115,0.0188,
5976,8938.302,[2023-04-23 20:39:12 551],78.0,0.0161,0.028,
5977,8939.302,[2023-04-23 20:39:13 551],79.0,0.0111,0.0169,
5978,8940.302,[2023-04-23 20:39:14 551],82.0,0.0232,0.0373,
5979,8941.302,[2023-04-23 20:39:15 551],83.0,0.0305,0.0397,
5980,8942.302,[2023-04-23 20:39:16 551],84.0,0.0317,0.0413,
5981,8943.302,[2023-04-23 20:39:17 551],83.0,0.0199,0.0281,
5982,8944.302,[2023-04-23 20:39:18 551],83.0,0.0217,0.0312,
5983,8945.302,[2023-04-23 20:39:19 551],83.0,0.0327,0.0449,
5984,8946.302,[2023-04-23 20:39:20 551],84.0,0.0387,0.059,
5985,8947.302,[2023-04-23 20:39:21 551],85.0,0.0855,0.1565,
5986,8948.302,[2023-04-23 20:39:22 551],87.0,0.0745,0.1781,
5987,8949.302,[2023-04-23 20:39:23 551],90.0,0.1496,0.2749,
5988,8950.302,[2023-04-23 20:39:24 551],90.0,0.1134,0.1992,
5989,8951.302,[2023-04-23 20:39:25 551],88.0,0.063,0.1259,
5990,8952.302,[2023-04-23 20:39:26 551],88.0,0.0613,0.1228,
5991,8953.302,[2023-04-23 20:39:27 551],87.0,0.094,0.166,
5992,8954.302,[2023-04-23 20:39:28 551],86.0,0.0127,0.0216,
5993,8955.302,[2023-04-23 20:39:29 551],84.0,0.0139,0.0226,
5994,8956.302,[2023-04-23 20:39:30 551],80.0,0.0069,0.0114,
5995,8957.302,[2023-04-23 20:39:31 551],78.0,0.0048,0.0071,
5996,8958.302,[2023-04-23 20:39:32 551],76.0,0.0038,0.0058,
5997,8959.302,[2023-04-23 20:39:33 551],75.0,0.0029,0.0044,
5998,8960.302,[2023-04-23 20:39:34 551],76.0,0.0034,0.004,
5999,8961.302,[2023-04-23 20:39:35 551],77.0,0.0074,0.0133,
6000,8962.302,[2023-04-23 20:39:36 551],78.0,0.0048,0.0079,
6001,8963.302,[2023-04-23 20:39:37 551],80.0,0.0025,0.0035,
6002,8964.302,[2023-04-23 20:39:38 551],80.0,0.0028,0.0047,
6003,8965.302,[2023-04-23 20:39:39 551],80.0,0.0027,0.0035,
6004,8966.302,[2023-04-23 20:39:40 551],80.0,0.0047,0.0068,
6005,8967.302,[2023-04-23 20:39:41 551],80.0,0.0028,0.0034,
6006,8968.302,[2023-04-23 20:39:42 551],80.0,0.0038,0.0053,
6007,8969.302,[2023-04-23 20:39:43 551],80.0,0.0034,0.0048,
