seconds,date,speed,hr,core_temperature,x,y,z,raw_rr,filtered_rr,difference_rr,hr_rmssd,activity_load_2d,activity_load_3d
9082.855,2023-04-23 20:42:00.622,,,,,,,,366.0,0.0,,,
9083.095,2023-04-23 20:42:00.862,,,,,,,346.0,,,,,
9083.221,2023-04-23 20:42:00.988,,,,,,,,348.0,48.0,,,
9083.441,2023-04-23 20:42:01.208,,,,,,,291.0,,,,,
9083.569,2023-04-23 20:42:01.336,,,,,,,,391.0,0.0,,,
9083.732,2023-04-23 20:42:01.499,,,,,,,327.0,,,,,
9083.96,2023-04-23 20:42:01.727,,,,,,,,360.0,71.0,,,
9084.059,2023-04-23 20:42:01.826,,,,,,,473.0,,,,,
9084.32,2023-04-23 20:42:02.087,,,,,,,,399.0,0.0,,,
9084.532,2023-04-23 20:42:02.299,,,,,,,437.0,,,,,
9084.719,2023-04-23 20:42:02.486,,,,,,,,350.0,0.0,,,
9084.969,2023-04-23 20:42:02.736,,,,,,,520.0,,,,,
9085.069,2023-04-23 20:42:02.836,,,,,,,,483.0,0.0,,,
9085.489,2023-04-23 20:42:03.256,,,,,,,346.0,,,,,
9085.552,2023-04-23 20:42:03.319,,,,,,,,390.0,66.0,,,
9085.835,2023-04-23 20:42:03.602,,,,,,,436.0,,,,,
9085.942,2023-04-23 20:42:03.709,,,,,,,,395.0,75.0,,,
9086.271,2023-04-23 20:42:04.038,,,,,,,408.0,,,,,
9086.337,2023-04-23 20:42:04.104,,,,,,,,395.0,138.0,,,
9086.679,2023-04-23 20:42:04.446,,,,,,,492.0,,,,,
9086.732,2023-04-23 20:42:04.499,,,,,,,,350.0,0.0,,,
9087.082,2023-04-23 20:42:04.849,,,,,,,,461.0,0.0,,,
9087.171,2023-04-23 20:42:04.938,,,,,,,408.0,,,,,
9087.543,2023-04-23 20:42:05.310,,,,,,,,437.0,0.0,,,
9087.579,2023-04-23 20:42:05.346,,,,,,,396.0,,,,,
9087.975,2023-04-23 20:42:05.742,,,,,,,346.0,,,,,
9087.98,2023-04-23 20:42:05.747,,,,,,,,414.0,0.0,,,
9088.321,2023-04-23 20:42:06.088,,,,,,,820.0,,,,,
9088.394,2023-04-23 20:42:06.161,,,,,,,,400.0,0.0,,,
9088.794,2023-04-23 20:42:06.561,,,,,,,,425.0,0.0,,,
9089.141,2023-04-23 20:42:06.908,,,,,,,326.0,,,,,
9089.219,2023-04-23 20:42:06.986,,,,,,,,420.0,0.0,,,
9089.467,2023-04-23 20:42:07.234,,,,,,,360.0,,,,,
9089.639,2023-04-23 20:42:07.406,,,,,,,,422.0,0.0,,,
9089.827,2023-04-23 20:42:07.594,,,,,,,366.0,,,,,
9090.061,2023-04-23 20:42:07.828,,,,,,,,435.0,0.0,,,
9090.193,2023-04-23 20:42:07.960,,,,,,,300.0,,,,,
9090.493,2023-04-23 20:42:08.260,,,,,,,391.0,,,,,
9090.496,2023-04-23 20:42:08.263,,,,,,,,405.0,0.0,,,
9090.884,2023-04-23 20:42:08.651,,,,,,,289.0,,,,,
9090.901,2023-04-23 20:42:08.668,,,,,,,,461.0,0.0,,,
9091.173,2023-04-23 20:42:08.940,,,,,,,399.0,,,,,
9091.362,2023-04-23 20:42:09.129,,,,,,,,400.0,138.0,,,
9091.572,2023-04-23 20:42:09.339,,,,,,,350.0,,,,,
9091.762,2023-04-23 20:42:09.529,,,,,,,,469.0,0.0,,,
9091.922,2023-04-23 20:42:09.689,,,,,,,483.0,,,,,
9092.231,2023-04-23 20:42:09.998,,,,,,,,390.0,0.0,,,
9092.405,2023-04-23 20:42:10.172,,,,,,,324.0,,,,,
9092.621,2023-04-23 20:42:10.388,,,,,,,,439.0,-79.0,,,
9092.729,2023-04-23 20:42:10.496,,,,,,,320.0,,,,,
9093.049,2023-04-23 20:42:10.816,,,,,,,257.0,,,,,
9093.06,2023-04-23 20:42:10.827,,,,,,,,465.0,0.0,,,
9093.306,2023-04-23 20:42:11.073,,,,,,,350.0,,,,,
9093.525,2023-04-23 20:42:11.292,,,,,,,,398.0,0.0,,,
9093.656,2023-04-23 20:42:11.423,,,,,,,461.0,,,,,
9093.923,2023-04-23 20:42:11.690,,,,,,,,428.0,-86.0,,,
9094.117,2023-04-23 20:42:11.884,,,,,,,437.0,,,,,
9094.351,2023-04-23 20:42:12.118,,,,,,,,357.0,0.0,,,
9094.554,2023-04-23 20:42:12.321,,,,,,,414.0,,,,,
9094.708,2023-04-23 20:42:12.475,,,,,,,,417.0,0.0,,,
9094.968,2023-04-23 20:42:12.735,,,,,,,400.0,,,,,
9095.125,2023-04-23 20:42:12.892,,,,,,,,343.0,0.0,,,
9095.368,2023-04-23 20:42:13.135,,,,,,,425.0,,,,,
9095.468,2023-04-23 20:42:13.235,,,,,,,,380.0,43.0,,,
9095.793,2023-04-23 20:42:13.560,,,,,,,420.0,,,,,
9095.848,2023-04-23 20:42:13.615,,,,,,,,402.0,83.0,,,
9096.213,2023-04-23 20:42:13.980,,,,,,,422.0,,,,,
9096.25,2023-04-23 20:42:14.017,,,,,,,,434.0,0.0,,,
9096.635,2023-04-23 20:42:14.402,,,,,,,435.0,,,,,
9096.684,2023-04-23 20:42:14.451,,,,,,,,409.0,0.0,,,
9097.07,2023-04-23 20:42:14.837,,,,,,,405.0,,,,,
9097.093,2023-04-23 20:42:14.860,,,,,,,,389.0,57.0,,,
9097.475,2023-04-23 20:42:15.242,,,,,,,461.0,,,,,
9097.482,2023-04-23 20:42:15.249,,,,,,,,394.0,129.0,,,
9097.876,2023-04-23 20:42:15.643,,,,,,,,354.0,52.0,,,
9097.936,2023-04-23 20:42:15.703,,,,,,,262.0,,,,,
9098.198,2023-04-23 20:42:15.965,,,,,,,469.0,,,,,
9098.23,2023-04-23 20:42:15.997,,,,,,,,373.0,0.0,,,
9098.603,2023-04-23 20:42:16.370,,,,,,,,350.0,0.0,,,
9098.667,2023-04-23 20:42:16.434,,,,,,,390.0,,,,,
9098.953,2023-04-23 20:42:16.720,,,,,,,,450.0,0.0,,,
9099.057,2023-04-23 20:42:16.824,,,,,,,518.0,,,,,
9099.403,2023-04-23 20:42:17.170,,,,,,,,418.0,0.0,,,
9099.575,2023-04-23 20:42:17.342,,,,,,,465.0,,,,,
9099.821,2023-04-23 20:42:17.588,,,,,,,,447.0,0.0,,,
9100.04,2023-04-23 20:42:17.807,,,,,,,398.0,,,,,
9100.268,2023-04-23 20:42:18.035,,,,,,,,396.0,0.0,,,
9100.438,2023-04-23 20:42:18.205,,,,,,,514.0,,,,,
9100.664,2023-04-23 20:42:18.431,,,,,,,,448.0,0.0,,,
9100.952,2023-04-23 20:42:18.719,,,,,,,357.0,,,,,
9101.112,2023-04-23 20:42:18.879,,,,,,,,403.0,0.0,,,
9101.309,2023-04-23 20:42:19.076,,,,,,,417.0,,,,,
9101.515,2023-04-23 20:42:19.282,,,,,,,,435.0,0.0,,,
9101.726,2023-04-23 20:42:19.493,,,,,,,343.0,,,,,
9101.95,2023-04-23 20:42:19.717,,,,,,,,418.0,0.0,,,
9102.069,2023-04-23 20:42:19.836,,,,,,,337.0,,,,,
9102.368,2023-04-23 20:42:20.135,,,,,,,,345.0,0.0,,,
9102.406,2023-04-23 20:42:20.173,,,,,,,319.0,,,,,
9102.713,2023-04-23 20:42:20.480,,,,,,,,402.0,81.0,,,
9102.725,2023-04-23 20:42:20.492,,,,,,,434.0,,,,,
9103.115,2023-04-23 20:42:20.882,,,,,,,,455.0,-71.0,,,
9103.159,2023-04-23 20:42:20.926,,,,,,,409.0,,,,,
9103.568,2023-04-23 20:42:21.335,,,,,,,332.0,,,,,
9103.57,2023-04-23 20:42:21.337,,,,,,,,361.0,64.0,,,
9103.9,2023-04-23 20:42:21.667,,,,,,,265.0,,,,,
9103.931,2023-04-23 20:42:21.698,,,,,,,,361.0,64.0,,,
9104.165,2023-04-23 20:42:21.932,,,,,,,302.0,,,,,
9104.292,2023-04-23 20:42:22.059,,,,,,,,359.0,60.0,,,
9104.467,2023-04-23 20:42:22.234,,,,,,,373.0,,,,,
9104.651,2023-04-23 20:42:22.418,,,,,,,,442.0,-76.0,,,
9104.84,2023-04-23 20:42:22.607,,,,,,,350.0,,,,,
9105.093,2023-04-23 20:42:22.860,,,,,,,,349.0,40.0,,,
9105.19,2023-04-23 20:42:22.957,,,,,,,450.0,,,,,
9105.442,2023-04-23 20:42:23.209,,,,,,,,376.0,93.0,,,
9105.64,2023-04-23 20:42:23.407,,,,,,,418.0,,,,,
9105.818,2023-04-23 20:42:23.585,,,,,,,,350.0,0.0,,,
9106.058,2023-04-23 20:42:23.825,,,,,,,447.0,,,,,
9106.168,2023-04-23 20:42:23.935,,,,,,,,348.0,37.0,,,
9106.505,2023-04-23 20:42:24.272,,,,,,,396.0,,,,,
9106.516,2023-04-23 20:42:24.283,,,,,,,,383.0,106.0,,,
9106.899,2023-04-23 20:42:24.666,,,,,,,,366.0,74.0,,,
9106.901,2023-04-23 20:42:24.668,,,,,,,448.0,,,,,
9107.265,2023-04-23 20:42:25.032,,,,,,,,403.0,146.0,,,
9107.349,2023-04-23 20:42:25.116,,,,,,,403.0,,,,,
9107.668,2023-04-23 20:42:25.435,,,,,,,,391.0,0.0,,,
9107.752,2023-04-23 20:42:25.519,,,,,,,435.0,,,,,
9108.059,2023-04-23 20:42:25.826,,,,,,,,386.0,0.0,,,
9108.187,2023-04-23 20:42:25.954,,,,,,,418.0,,,,,
9108.445,2023-04-23 20:42:26.212,,,,,,,,420.0,0.0,,,
9108.605,2023-04-23 20:42:26.372,,,,,,,345.0,,,,,
9108.865,2023-04-23 20:42:26.632,,,,,,,,383.0,113.0,,,
9108.95,2023-04-23 20:42:26.717,,,,,,,321.0,,,,,
9109.248,2023-04-23 20:42:27.015,,,,,,,,386.0,119.0,,,
9109.271,2023-04-23 20:42:27.038,,,,,,,526.0,,,,,
9109.634,2023-04-23 20:42:27.401,,,,,,,,378.0,0.0,,,
9109.797,2023-04-23 20:42:27.564,,,,,,,297.0,,,,,
9110.012,2023-04-23 20:42:27.779,,,,,,,,384.0,52.0,,,
9110.094,2023-04-23 20:42:27.861,,,,,,,297.0,,,,,
9110.391,2023-04-23 20:42:28.158,,,,,,,299.0,,,,,
9110.396,2023-04-23 20:42:28.163,,,,,,,,432.0,0.0,,,
9110.69,2023-04-23 20:42:28.457,,,,,,,518.0,,,,,
9110.828,2023-04-23 20:42:28.595,,,,,,,,396.0,135.0,,,
9111.208,2023-04-23 20:42:28.975,,,,,,,309.0,,,,,
9111.224,2023-04-23 20:42:28.991,,,,,,,,471.0,-569.0,,,
9111.517,2023-04-23 20:42:29.284,,,,,,,283.0,,,,,
9111.695,2023-04-23 20:42:29.462,,,,,,,,388.0,0.0,,,
9111.8,2023-04-23 20:42:29.567,,,,,,,350.0,,,,,
9112.083,2023-04-23 20:42:29.850,,,,,,,,389.0,122.0,,,
9112.15,2023-04-23 20:42:29.917,,,,,,,311.0,,,,,
9112.461,2023-04-23 20:42:30.228,,,,,,,277.0,,,,,
9112.472,2023-04-23 20:42:30.239,,,,,,,,417.0,-400.0,,,
9112.738,2023-04-23 20:42:30.505,,,,,,,292.0,,,,,
9112.889,2023-04-23 20:42:30.656,,,,,,,,434.0,0.0,,,
9113.03,2023-04-23 20:42:30.797,,,,,,,257.0,,,,,
9113.287,2023-04-23 20:42:31.054,,,,,,,391.0,,,,,
9113.323,2023-04-23 20:42:31.090,,,,,,,,438.0,-200.0,,,
9113.678,2023-04-23 20:42:31.445,,,,,,,386.0,,,,,
9113.761,2023-04-23 20:42:31.528,,,,,,,,469.0,-189.0,,,
9114.064,2023-04-23 20:42:31.831,,,,,,,420.0,,,,,
9114.23,2023-04-23 20:42:31.997,,,,,,,,434.0,0.0,,,
9114.484,2023-04-23 20:42:32.251,,,,,,,270.0,,,,,
9114.664,2023-04-23 20:42:32.431,,,,,,,,437.0,0.0,,,
9114.754,2023-04-23 20:42:32.521,,,,,,,267.0,,,,,
9115.021,2023-04-23 20:42:32.788,,,,,,,378.0,,,,,
9115.101,2023-04-23 20:42:32.868,,,,,,,,448.0,0.0,,,
9115.399,2023-04-23 20:42:33.166,,,,,,,332.0,,,,,
9115.549,2023-04-23 20:42:33.316,,,,,,,,422.0,0.0,,,
9115.731,2023-04-23 20:42:33.498,,,,,,,432.0,,,,,
9115.971,2023-04-23 20:42:33.738,,,,,,,,372.0,78.0,,,
9116.163,2023-04-23 20:42:33.930,,,,,,,261.0,,,,,
9116.343,2023-04-23 20:42:34.110,,,,,,,,372.0,-1681.0,,,
9116.424,2023-04-23 20:42:34.191,,,,,,,1040.0,,,,,
9116.715,2023-04-23 20:42:34.482,,,,,,,,504.0,132.0,,,
9117.219,2023-04-23 20:42:34.986,,,,,,,,379.0,89.0,,,
9117.464,2023-04-23 20:42:35.231,,,,,,,388.0,,,,,
9117.852,2023-04-23 20:42:35.619,,,,,,,267.0,,,,,
9118.119,2023-04-23 20:42:35.886,,,,,,,817.0,,,,,
9118.936,2023-04-23 20:42:36.703,,,,,,,434.0,,,,,
9119.37,2023-04-23 20:42:37.137,,,,,,,638.0,,,,,
9120.008,2023-04-23 20:42:37.775,,,,,,,658.0,,,,,
9120.666,2023-04-23 20:42:38.433,,,,,,,434.0,,,,,
9121.1,2023-04-23 20:42:38.867,,,,,,,437.0,,,,,
9121.537,2023-04-23 20:42:39.304,,,,,,,448.0,,,,,
9121.985,2023-04-23 20:42:39.752,,,,,,,422.0,,,,,
9122.407,2023-04-23 20:42:40.174,,,,,,,294.0,,,,,
9122.701,2023-04-23 20:42:40.468,,,,,,,2053.0,,,,,
9124.754,2023-04-23 20:42:42.521,,,,,,,372.0,,,,,
9125.126,2023-04-23 20:42:42.893,,,,,,,290.0,,,,,
9128.23,2023-04-23 20:42:45.997,,,,,,,633.0,,,,,
9128.319,2023-04-23 20:42:46.086,,,,,,,,440.0,-193.0,,,
9128.759,2023-04-23 20:42:46.526,,,,,,,,466.0,0.0,,,
9128.863,2023-04-23 20:42:46.630,,,,,,,466.0,,,,,
9129.225,2023-04-23 20:42:46.992,,,,,,,,479.0,0.0,,,
9129.329,2023-04-23 20:42:47.096,,,,,,,479.0,,,,,
9129.704,2023-04-23 20:42:47.471,,,,,,,,373.0,0.0,,,
9129.808,2023-04-23 20:42:47.575,,,,,,,373.0,,,,,
9130.077,2023-04-23 20:42:47.844,,,,,,,,380.0,29.0,,,
9130.181,2023-04-23 20:42:47.948,,,,,,,351.0,,,,,
9130.457,2023-04-23 20:42:48.224,,,,,,,,507.0,-229.0,,,
9130.532,2023-04-23 20:42:48.299,,,,,,,736.0,,,,,
9130.964,2023-04-23 20:42:48.731,,,,,,,,431.0,-258.0,,,
9131.268,2023-04-23 20:42:49.035,,,,,,,689.0,,,,,
9131.395,2023-04-23 20:42:49.162,,,,,,,,421.0,0.0,,,
9131.816,2023-04-23 20:42:49.583,,,,,,,,442.0,-192.0,,,
9131.957,2023-04-23 20:42:49.724,,,,,,,421.0,,,,,
9132.258,2023-04-23 20:42:50.025,,,,,,,,432.0,0.0,,,
9132.378,2023-04-23 20:42:50.145,,,,,,,634.0,,,,,
9132.69,2023-04-23 20:42:50.457,,,,,,,,370.0,69.0,,,
9133.012,2023-04-23 20:42:50.779,,,,,,,432.0,,,,,
9133.06,2023-04-23 20:42:50.827,,,,,,,,374.0,77.0,,,
9133.434,2023-04-23 20:42:51.201,,,,,,,,373.0,75.0,,,
9133.444,2023-04-23 20:42:51.211,,,,,,,301.0,,,,,
9133.745,2023-04-23 20:42:51.512,,,,,,,297.0,,,,,
9133.807,2023-04-23 20:42:51.574,,,,,,,,441.0,0.0,,,
9134.042,2023-04-23 20:42:51.809,,,,,,,298.0,,,,,
9134.248,2023-04-23 20:42:52.015,,,,,,,,378.0,0.0,,,
9134.34,2023-04-23 20:42:52.107,,,,,,,441.0,,,,,
9134.626,2023-04-23 20:42:52.393,,,,,,,,362.0,0.0,,,
9134.781,2023-04-23 20:42:52.548,,,,,,,378.0,,,,,
9134.988,2023-04-23 20:42:52.755,,,,,,,,507.0,-102.0,,,
9135.159,2023-04-23 20:42:52.926,,,,,,,362.0,,,,,
9135.495,2023-04-23 20:42:53.262,,,,,,,,509.0,-38.0,,,
9135.521,2023-04-23 20:42:53.288,,,,,,,609.0,,,,,
9136.004,2023-04-23 20:42:53.771,,,,,,,,428.0,177.0,,,
9136.13,2023-04-23 20:42:53.897,,,,,,,547.0,,,,,
9136.432,2023-04-23 20:42:54.199,,,,,,,,521.0,-157.0,,,
9136.677,2023-04-23 20:42:54.444,,,,,,,251.0,,,,,
9136.928,2023-04-23 20:42:54.695,,,,,,,678.0,,,,,
9136.953,2023-04-23 20:42:54.720,,,,,,,,454.0,-124.0,,,
9137.407,2023-04-23 20:42:55.174,,,,,,,,426.0,173.0,,,
9137.606,2023-04-23 20:42:55.373,,,,,,,578.0,,,,,
9137.833,2023-04-23 20:42:55.600,,,,,,,,535.0,-150.0,,,
9138.184,2023-04-23 20:42:55.951,,,,,,,253.0,,,,,
9138.368,2023-04-23 20:42:56.135,,,,,,,,457.0,-246.0,,,
9138.437,2023-04-23 20:42:56.204,,,,,,,685.0,,,,,
9138.825,2023-04-23 20:42:56.592,,,,,,,,507.0,-37.0,,,
9139.122,2023-04-23 20:42:56.889,,,,,,,703.0,,,,,
9139.332,2023-04-23 20:42:57.099,,,,,,,,440.0,0.0,,,
9139.772,2023-04-23 20:42:57.539,,,,,,,,429.0,113.0,,,
9139.825,2023-04-23 20:42:57.592,,,,,,,544.0,,,,,
9140.201,2023-04-23 20:42:57.968,,,,,,,,383.0,0.0,,,
9140.369,2023-04-23 20:42:58.136,,,,,,,440.0,,,,,
9140.584,2023-04-23 20:42:58.351,,,,,,,,404.0,69.0,,,
9140.809,2023-04-23 20:42:58.576,,,,,,,316.0,,,,,
9140.988,2023-04-23 20:42:58.755,,,,,,,,378.0,82.0,,,
9141.125,2023-04-23 20:42:58.892,,,,,,,383.0,,,,,
9141.366,2023-04-23 20:42:59.133,,,,,,,,395.0,-1992.0,,,
9141.508,2023-04-23 20:42:59.275,,,,,,,335.0,,,,,
9141.761,2023-04-23 20:42:59.528,,,,,,,,519.0,176.0,,,
9141.843,2023-04-23 20:42:59.610,,,,,,,296.0,,,,,
9142.139,2023-04-23 20:42:59.906,,,,,,,2387.0,,,,,
9142.28,2023-04-23 20:43:00.047,,,,,,,,382.0,90.0,,,
9142.662,2023-04-23 20:43:00.429,,,,,,,,425.0,169.0,,,
9143.087,2023-04-23 20:43:00.854,,,,,,,,454.0,-559.0,,,
9143.541,2023-04-23 20:43:01.308,,,,,,,,438.0,-752.0,,,
9143.979,2023-04-23 20:43:01.746,,,,,,,,468.0,-241.0,,,
9144.447,2023-04-23 20:43:02.214,,,,,,,,509.0,-724.0,,,
9144.526,2023-04-23 20:43:02.293,,,,,,,343.0,,,,,
9144.869,2023-04-23 20:43:02.636,,,,,,,292.0,,,,,
9144.956,2023-04-23 20:43:02.723,,,,,,,,491.0,-420.0,,,
9145.161,2023-04-23 20:43:02.928,,,,,,,256.0,,,,,
9145.417,2023-04-23 20:43:03.184,,,,,,,1013.0,,,,,
9146.43,2023-04-23 20:43:04.197,,,,,,,1190.0,,,,,
9147.62,2023-04-23 20:43:05.387,,,,,,,709.0,,,,,
9148.329,2023-04-23 20:43:06.096,,,,,,,1233.0,,,,,
9149.562,2023-04-23 20:43:07.329,,,,,,,911.0,,,,,
9158.427,2023-04-23 20:43:16.194,,,,,,,,521.0,-93.0,,,
9158.847,2023-04-23 20:43:16.614,,,,,,,614.0,,,,,
9158.948,2023-04-23 20:43:16.715,,,,,,,,515.0,-533.0,,,
9159.461,2023-04-23 20:43:17.228,,,,,,,1048.0,,,,,
9159.463,2023-04-23 20:43:17.230,,,,,,,,384.0,31.0,,,
9159.847,2023-04-23 20:43:17.614,,,,,,,,445.0,-687.0,,,
9160.292,2023-04-23 20:43:18.059,,,,,,,,391.0,0.0,,,
9160.509,2023-04-23 20:43:18.276,,,,,,,353.0,,,,,
9160.683,2023-04-23 20:43:18.450,,,,,,,,412.0,83.0,,,
9160.862,2023-04-23 20:43:18.629,,,,,,,1132.0,,,,,
9161.095,2023-04-23 20:43:18.862,,,,,,,,406.0,0.0,,,
9161.501,2023-04-23 20:43:19.268,,,,,,,,363.0,0.0,,,
9161.864,2023-04-23 20:43:19.631,,,,,,,,482.0,0.0,,,
9161.994,2023-04-23 20:43:19.761,,,,,,,391.0,,,,,
9162.346,2023-04-23 20:43:20.113,,,,,,,,468.0,0.0,,,
9162.385,2023-04-23 20:43:20.152,,,,,,,329.0,,,,,
9162.714,2023-04-23 20:43:20.481,,,,,,,406.0,,,,,
9162.814,2023-04-23 20:43:20.581,,,,,,,,449.0,0.0,,,
9163.12,2023-04-23 20:43:20.887,,,,,,,363.0,,,,,
9163.263,2023-04-23 20:43:21.030,,,,,,,,439.0,-691.0,,,
9163.483,2023-04-23 20:43:21.250,,,,,,,482.0,,,,,
9163.702,2023-04-23 20:43:21.469,,,,,,,,513.0,-597.0,,,
9163.965,2023-04-23 20:43:21.732,,,,,,,468.0,,,,,
9164.215,2023-04-23 20:43:21.982,,,,,,,,461.0,0.0,,,
9164.433,2023-04-23 20:43:22.200,,,,,,,449.0,,,,,
9164.676,2023-04-23 20:43:22.443,,,,,,,,468.0,0.0,,,
9164.882,2023-04-23 20:43:22.649,,,,,,,1130.0,,,,,
9165.144,2023-04-23 20:43:22.911,,,,,,,,484.0,0.0,,,
9165.628,2023-04-23 20:43:23.395,,,,,,,,421.0,85.0,,,
9166.012,2023-04-23 20:43:23.779,,,,,,,1110.0,,,,,
9166.049,2023-04-23 20:43:23.816,,,,,,,,432.0,104.0,,,
9166.481,2023-04-23 20:43:24.248,,,,,,,,414.0,134.0,,,
9166.895,2023-04-23 20:43:24.662,,,,,,,,405.0,53.0,,,
9167.122,2023-04-23 20:43:24.889,,,,,,,461.0,,,,,
9167.3,2023-04-23 20:43:25.067,,,,,,,,392.0,0.0,,,
9167.583,2023-04-23 20:43:25.350,,,,,,,468.0,,,,,
9167.692,2023-04-23 20:43:25.459,,,,,,,,418.0,139.0,,,
9168.051,2023-04-23 20:43:25.818,,,,,,,484.0,,,,,
9168.11,2023-04-23 20:43:25.877,,,,,,,,411.0,64.0,,,
9168.521,2023-04-23 20:43:26.288,,,,,,,,460.0,-416.0,,,
9168.535,2023-04-23 20:43:26.302,,,,,,,336.0,,,,,
9168.871,2023-04-23 20:43:26.638,,,,,,,328.0,,,,,
9168.981,2023-04-23 20:43:26.748,,,,,,,,462.0,-603.0,,,
9169.199,2023-04-23 20:43:26.966,,,,,,,280.0,,,,,
9169.443,2023-04-23 20:43:27.210,,,,,,,,525.0,-827.0,,,
9169.479,2023-04-23 20:43:27.246,,,,,,,352.0,,,,,
9169.831,2023-04-23 20:43:27.598,,,,,,,392.0,,,,,
9169.968,2023-04-23 20:43:27.735,,,,,,,,542.0,-194.0,,,
9170.223,2023-04-23 20:43:27.990,,,,,,,279.0,,,,,
9170.502,2023-04-23 20:43:28.269,,,,,,,347.0,,,,,
9170.51,2023-04-23 20:43:28.277,,,,,,,,390.0,87.0,,,
9170.849,2023-04-23 20:43:28.616,,,,,,,876.0,,,,,
9170.9,2023-04-23 20:43:28.667,,,,,,,,412.0,0.0,,,
9171.312,2023-04-23 20:43:29.079,,,,,,,,507.0,-1285.0,,,
9171.725,2023-04-23 20:43:29.492,,,,,,,1065.0,,,,,
9171.819,2023-04-23 20:43:29.586,,,,,,,,431.0,-161.0,,,
9172.25,2023-04-23 20:43:30.017,,,,,,,,382.0,0.0,,,
9172.632,2023-04-23 20:43:30.399,,,,,,,,408.0,0.0,,,
9172.79,2023-04-23 20:43:30.557,,,,,,,1352.0,,,,,
9173.04,2023-04-23 20:43:30.807,,,,,,,,463.0,-165.0,,,
9173.503,2023-04-23 20:43:31.270,,,,,,,,542.0,-69.0,,,
9174.045,2023-04-23 20:43:31.812,,,,,,,,483.0,-158.0,,,
9174.142,2023-04-23 20:43:31.909,,,,,,,736.0,,,,,
9174.528,2023-04-23 20:43:32.295,,,,,,,,470.0,0.0,,,
9174.878,2023-04-23 20:43:32.645,,,,,,,303.0,,,,,
9174.998,2023-04-23 20:43:32.765,,,,,,,,389.0,82.0,,,
9175.181,2023-04-23 20:43:32.948,,,,,,,412.0,,,,,
9175.387,2023-04-23 20:43:33.154,,,,,,,,502.0,-85.0,,,
9175.593,2023-04-23 20:43:33.360,,,,,,,1792.0,,,,,
9175.889,2023-04-23 20:43:33.656,,,,,,,,542.0,-254.0,,,
9177.385,2023-04-23 20:43:35.152,,,,,,,592.0,,,,,
9177.977,2023-04-23 20:43:35.744,,,,,,,382.0,,,,,
9178.359,2023-04-23 20:43:36.126,,,,,,,408.0,,,,,
9178.767,2023-04-23 20:43:36.534,,,,,,,628.0,,,,,
9179.395,2023-04-23 20:43:37.162,,,,,,,611.0,,,,,
9180.006,2023-04-23 20:43:37.773,,,,,,,641.0,,,,,
9180.647,2023-04-23 20:43:38.414,,,,,,,470.0,,,,,
9181.117,2023-04-23 20:43:38.884,,,,,,,307.0,,,,,
9181.424,2023-04-23 20:43:39.191,,,,,,,587.0,,,,,
9182.011,2023-04-23 20:43:39.778,,,,,,,796.0,,,,,
9186.475,2023-04-23 20:43:44.242,,,,,,,,527.0,-262.0,,,
9186.729,2023-04-23 20:43:44.496,,,,,,,789.0,,,,,
9187.002,2023-04-23 20:43:44.769,,,,,,,,431.0,160.0,,,
9187.433,2023-04-23 20:43:45.200,,,,,,,,537.0,-131.0,,,
9187.518,2023-04-23 20:43:45.285,,,,,,,271.0,,,,,
9187.789,2023-04-23 20:43:45.556,,,,,,,668.0,,,,,
9187.97,2023-04-23 20:43:45.737,,,,,,,,420.0,0.0,,,
9188.39,2023-04-23 20:43:46.157,,,,,,,,564.0,0.0,,,
9188.457,2023-04-23 20:43:46.224,,,,,,,420.0,,,,,
9188.877,2023-04-23 20:43:46.644,,,,,,,564.0,,,,,
9188.954,2023-04-23 20:43:46.721,,,,,,,,468.0,-349.0,,,
9189.422,2023-04-23 20:43:47.189,,,,,,,,426.0,0.0,,,
9189.441,2023-04-23 20:43:47.208,,,,,,,817.0,,,,,
9189.848,2023-04-23 20:43:47.615,,,,,,,,489.0,-153.0,,,
9190.258,2023-04-23 20:43:48.025,,,,,,,426.0,,,,,
9190.337,2023-04-23 20:43:48.104,,,,,,,,505.0,-272.0,,,
9190.684,2023-04-23 20:43:48.451,,,,,,,642.0,,,,,
9190.842,2023-04-23 20:43:48.609,,,,,,,,431.0,160.0,,,
9191.273,2023-04-23 20:43:49.040,,,,,,,,436.0,101.0,,,
9191.326,2023-04-23 20:43:49.093,,,,,,,777.0,,,,,
9191.709,2023-04-23 20:43:49.476,,,,,,,,555.0,-243.0,,,
9192.103,2023-04-23 20:43:49.870,,,,,,,271.0,,,,,
9192.264,2023-04-23 20:43:50.031,,,,,,,,484.0,0.0,,,
9192.374,2023-04-23 20:43:50.141,,,,,,,335.0,,,,,
9192.709,2023-04-23 20:43:50.476,,,,,,,798.0,,,,,
9192.748,2023-04-23 20:43:50.515,,,,,,,,492.0,0.0,,,
9193.24,2023-04-23 20:43:51.007,,,,,,,,479.0,0.0,,,
9193.507,2023-04-23 20:43:51.274,,,,,,,484.0,,,,,
9193.719,2023-04-23 20:43:51.486,,,,,,,,445.0,0.0,,,
9193.991,2023-04-23 20:43:51.758,,,,,,,492.0,,,,,
9194.164,2023-04-23 20:43:51.931,,,,,,,,409.0,49.0,,,
9194.483,2023-04-23 20:43:52.250,,,,,,,479.0,,,,,
9194.573,2023-04-23 20:43:52.340,,,,,,,,519.0,-71.0,,,
9194.962,2023-04-23 20:43:52.729,,,,,,,445.0,,,,,
