seconds,date,activity_load_2d,activity_load_3d
9445.655,2023-04-23 20:48:03.422,0.0107,0.0162
9446.655,2023-04-23 20:48:04.422,0.008,0.0125
9447.655,2023-04-23 20:48:05.422,0.0241,0.029
9448.655,2023-04-23 20:48:06.422,0.0174,0.0216
9449.655,2023-04-23 20:48:07.422,0.0133,0.0156
9450.655,2023-04-23 20:48:08.422,0.0153,0.0186
9451.655,2023-04-23 20:48:09.422,0.0119,0.0148
9452.655,2023-04-23 20:48:10.422,0.0072,0.0094
9453.655,2023-04-23 20:48:11.422,0.0069,0.0087
9454.655,2023-04-23 20:48:12.422,0.0075,0.0088
9455.655,2023-04-23 20:48:13.422,0.0073,0.0099
9456.655,2023-04-23 20:48:14.422,0.0054,0.0065
9457.655,2023-04-23 20:48:15.422,0.0079,0.0099
9458.655,2023-04-23 20:48:16.422,0.0056,0.0067
9459.655,2023-04-23 20:48:17.422,0.0053,0.0064
9460.655,2023-04-23 20:48:18.422,0.0081,0.0108
9461.655,2023-04-23 20:48:19.422,0.0099,0.0113
9462.655,2023-04-23 20:48:20.422,0.0106,0.0162
9463.655,2023-04-23 20:48:21.422,0.0074,0.0122
9464.655,2023-04-23 20:48:22.422,0.0055,0.0071
9465.655,2023-04-23 20:48:23.422,0.0103,0.0128
9466.655,2023-04-23 20:48:24.422,0.0334,0.0439
9467.655,2023-04-23 20:48:25.422,0.0085,0.011
9468.655,2023-04-23 20:48:26.422,0.006,0.0073
9469.655,2023-04-23 20:48:27.422,0.0081,0.0103
9470.655,2023-04-23 20:48:28.422,0.0054,0.0065
9471.655,2023-04-23 20:48:29.422,0.0046,0.0053
9472.655,2023-04-23 20:48:30.422,0.0032,0.0036
9473.655,2023-04-23 20:48:31.422,0.0026,0.0032
9474.655,2023-04-23 20:48:32.422,0.0027,0.0031
9475.655,2023-04-23 20:48:33.422,0.0023,0.0028
9476.655,2023-04-23 20:48:34.422,0.0028,0.0032
9477.655,2023-04-23 20:48:35.422,0.0034,0.0048
9478.655,2023-04-23 20:48:36.422,0.0099,0.013
9479.655,2023-04-23 20:48:37.422,0.0034,0.0041
9480.655,2023-04-23 20:48:38.422,0.0064,0.0078
9481.816,2023-04-23 20:48:39.583,0.0166,0.0274
9482.816,2023-04-23 20:48:40.583,0.0407,0.1133
9483.816,2023-04-23 20:48:41.583,0.0286,0.078
9484.816,2023-04-23 20:48:42.583,0.0089,0.0138
9485.816,2023-04-23 20:48:43.583,0.0299,0.0866
9486.816,2023-04-23 20:48:44.583,0.0349,0.087
9487.816,2023-04-23 20:48:45.583,0.0391,0.1474
9488.816,2023-04-23 20:48:46.583,0.0412,0.1119
9489.816,2023-04-23 20:48:47.583,0.0745,0.182
9490.816,2023-04-23 20:48:48.583,0.0807,0.1834
9491.816,2023-04-23 20:48:49.583,0.0977,0.1944
9492.816,2023-04-23 20:48:50.583,0.0862,0.1486
9493.816,2023-04-23 20:48:51.583,0.101,0.1906
9494.816,2023-04-23 20:48:52.583,0.0824,0.1419
9495.816,2023-04-23 20:48:53.583,0.0891,0.1612
9496.816,2023-04-23 20:48:54.583,0.0679,0.1227
9497.816,2023-04-23 20:48:55.583,0.065,0.1381
9498.816,2023-04-23 20:48:56.583,0.0519,0.1032
9499.816,2023-04-23 20:48:57.583,0.0565,0.1178
9500.816,2023-04-23 20:48:58.583,0.0567,0.1172
9501.816,2023-04-23 20:48:59.583,0.0757,0.1234
9502.816,2023-04-23 20:49:00.583,0.0695,0.1399
9503.816,2023-04-23 20:49:01.583,0.0537,0.0801
9504.816,2023-04-23 20:49:02.583,0.0119,0.0157
9505.816,2023-04-23 20:49:03.583,0.0307,0.0367
9506.816,2023-04-23 20:49:04.583,0.0225,0.0289
9507.816,2023-04-23 20:49:05.583,0.0353,0.0554
9508.816,2023-04-23 20:49:06.583,0.0086,0.0126
9509.816,2023-04-23 20:49:07.583,0.036,0.055
9510.816,2023-04-23 20:49:08.583,0.026,0.0356
9511.816,2023-04-23 20:49:09.583,0.0253,0.0338
9512.816,2023-04-23 20:49:10.583,0.0097,0.0125
9513.816,2023-04-23 20:49:11.583,0.0086,0.0109
9514.816,2023-04-23 20:49:12.583,0.0065,0.0078
9515.816,2023-04-23 20:49:13.583,0.0065,0.0079
9516.816,2023-04-23 20:49:14.583,0.0141,0.0164
9517.816,2023-04-23 20:49:15.583,0.0083,0.0139
9518.816,2023-04-23 20:49:16.583,0.0104,0.0146
9519.816,2023-04-23 20:49:17.583,0.0083,0.0113
9520.816,2023-04-23 20:49:18.583,0.0065,0.0077
9521.816,2023-04-23 20:49:19.583,0.0041,0.0047
9522.816,2023-04-23 20:49:20.583,0.0072,0.0096
9523.816,2023-04-23 20:49:21.583,0.0039,0.0052
9524.816,2023-04-23 20:49:22.583,0.005,0.0065
9525.816,2023-04-23 20:49:23.583,0.0065,0.0084
9526.816,2023-04-23 20:49:24.583,0.0066,0.0102
9527.816,2023-04-23 20:49:25.583,0.0063,0.0079
9528.816,2023-04-23 20:49:26.583,0.0068,0.0085
9529.816,2023-04-23 20:49:27.583,0.0055,0.0068
9530.816,2023-04-23 20:49:28.583,0.0052,0.0063
9531.816,2023-04-23 20:49:29.583,0.006,0.0071
9532.816,2023-04-23 20:49:30.583,0.005,0.0069
9533.816,2023-04-23 20:49:31.583,0.0124,0.018
9534.816,2023-04-23 20:49:32.583,0.0091,0.0142
9535.816,2023-04-23 20:49:33.583,0.0058,0.007
9536.816,2023-04-23 20:49:34.583,0.0072,0.0085
9537.816,2023-04-23 20:49:35.583,0.0095,0.0111
9538.816,2023-04-23 20:49:36.583,0.0053,0.0067
9539.816,2023-04-23 20:49:37.583,0.0043,0.0061
9540.816,2023-04-23 20:49:38.583,0.0086,0.0109
9541.816,2023-04-23 20:49:39.583,0.0068,0.0091
9542.978,2023-04-23 20:49:40.745,0.0074,0.011
9543.978,2023-04-23 20:49:41.745,0.0106,0.0139
9544.978,2023-04-23 20:49:42.745,0.0078,0.0096
9545.978,2023-04-23 20:49:43.745,0.006,0.0075
9546.978,2023-04-23 20:49:44.745,0.0041,0.0054
9547.978,2023-04-23 20:49:45.745,0.0051,0.0084
9548.978,2023-04-23 20:49:46.745,0.0066,0.0091
9549.978,2023-04-23 20:49:47.745,0.0071,0.0107
9550.978,2023-04-23 20:49:48.745,0.0085,0.014
9551.978,2023-04-23 20:49:49.745,0.0068,0.0101
9552.978,2023-04-23 20:49:50.745,0.0059,0.0078
9553.978,2023-04-23 20:49:51.745,0.0067,0.0087
9554.978,2023-04-23 20:49:52.745,0.0072,0.0088
9555.978,2023-04-23 20:49:53.745,0.0825,0.0935
9556.978,2023-04-23 20:49:54.745,0.0221,0.0319
9557.978,2023-04-23 20:49:55.745,0.0156,0.0195
9558.978,2023-04-23 20:49:56.745,0.0836,0.0884
9559.978,2023-04-23 20:49:57.745,0.0069,0.0101
9560.978,2023-04-23 20:49:58.745,0.0108,0.0207
9561.978,2023-04-23 20:49:59.745,0.0375,0.0962
9562.978,2023-04-23 20:50:00.745,0.0391,0.1001
9563.978,2023-04-23 20:50:01.745,0.0346,0.075
9564.978,2023-04-23 20:50:02.745,0.0409,0.0975
9565.978,2023-04-23 20:50:03.745,0.0417,0.0803
9566.978,2023-04-23 20:50:04.745,0.015,0.0256
9567.978,2023-04-23 20:50:05.745,0.0055,0.0073
9568.978,2023-04-23 20:50:06.745,0.0056,0.0066
9569.978,2023-04-23 20:50:07.745,0.0049,0.0065
9570.978,2023-04-23 20:50:08.745,0.0037,0.0045
9571.978,2023-04-23 20:50:09.745,0.0024,0.0028
9572.978,2023-04-23 20:50:10.745,0.0024,0.0028
9573.978,2023-04-23 20:50:11.745,0.0046,0.0056
9574.978,2023-04-23 20:50:12.745,0.0029,0.0035
9575.978,2023-04-23 20:50:13.745,0.0051,0.0061
9576.978,2023-04-23 20:50:14.745,0.0092,0.0122
9577.978,2023-04-23 20:50:15.745,0.0083,0.0124
9578.978,2023-04-23 20:50:16.745,0.0104,0.0148
9579.978,2023-04-23 20:50:17.745,0.0098,0.0117
9580.978,2023-04-23 20:50:18.745,0.0075,0.0095
9581.978,2023-04-23 20:50:19.745,0.0128,0.0199
9582.978,2023-04-23 20:50:20.745,0.0073,0.0091
9583.978,2023-04-23 20:50:21.745,0.011,0.015
9584.978,2023-04-23 20:50:22.745,0.0306,0.0427
9585.978,2023-04-23 20:50:23.745,0.0532,0.0972
9586.978,2023-04-23 20:50:24.745,0.0395,0.0628
9587.978,2023-04-23 20:50:25.745,0.0585,0.1349
9588.978,2023-04-23 20:50:26.745,0.1766,0.2111
9589.978,2023-04-23 20:50:27.745,0.0373,0.0553
9590.978,2023-04-23 20:50:28.745,0.0392,0.0768
9591.978,2023-04-23 20:50:29.745,0.0241,0.0367
9592.978,2023-04-23 20:50:30.745,0.0104,0.014
9593.978,2023-04-23 20:50:31.745,0.0094,0.0129
9594.978,2023-04-23 20:50:32.745,0.0112,0.017
9595.978,2023-04-23 20:50:33.745,0.008,0.012
9596.978,2023-04-23 20:50:34.745,0.0056,0.0077
9597.978,2023-04-23 20:50:35.745,0.0084,0.0147
9598.978,2023-04-23 20:50:36.745,0.0098,0.0242
9599.978,2023-04-23 20:50:37.745,0.0094,0.0145
9600.978,2023-04-23 20:50:38.745,0.0069,0.0081
9601.978,2023-04-23 20:50:39.745,0.0075,0.009
9602.978,2023-04-23 20:50:40.745,0.0035,0.0041
9604.14,2023-04-23 20:50:41.907,0.0034,0.0041
9605.14,2023-04-23 20:50:42.907,0.0047,0.0058
9606.14,2023-04-23 20:50:43.907,0.0038,0.0049
9607.14,2023-04-23 20:50:44.907,0.0063,0.0085
9608.14,2023-04-23 20:50:45.907,0.007,0.0093
9609.14,2023-04-23 20:50:46.907,0.0072,0.0087
9610.14,2023-04-23 20:50:47.907,0.0079,0.0103
9611.14,2023-04-23 20:50:48.907,0.0036,0.0044
9612.14,2023-04-23 20:50:49.907,0.0034,0.0043
9613.14,2023-04-23 20:50:50.907,0.0044,0.0056
9614.14,2023-04-23 20:50:51.907,0.0041,0.005
9615.14,2023-04-23 20:50:52.907,0.0049,0.0058
9616.14,2023-04-23 20:50:53.907,0.004,0.0055
9617.14,2023-04-23 20:50:54.907,0.0052,0.0089
9618.14,2023-04-23 20:50:55.907,0.0038,0.0049
9619.14,2023-04-23 20:50:56.907,0.003,0.0035
9620.14,2023-04-23 20:50:57.907,0.0027,0.0033
9621.14,2023-04-23 20:50:58.907,0.0038,0.0047
9622.14,2023-04-23 20:50:59.907,0.0041,0.005
9623.14,2023-04-23 20:51:00.907,0.0135,0.0186
9624.14,2023-04-23 20:51:01.907,0.0099,0.0173
9625.14,2023-04-23 20:51:02.907,0.0087,0.0131
9626.14,2023-04-23 20:51:03.907,0.0106,0.0145
9627.14,2023-04-23 20:51:04.907,0.0152,0.0173
9628.14,2023-04-23 20:51:05.907,0.0064,0.0078
9629.14,2023-04-23 20:51:06.907,0.0083,0.01
9630.14,2023-04-23 20:51:07.907,0.0084,0.0105
9631.14,2023-04-23 20:51:08.907,0.0122,0.0152
9632.14,2023-04-23 20:51:09.907,0.0083,0.0109
9633.14,2023-04-23 20:51:10.907,0.0098,0.0127
9634.14,2023-04-23 20:51:11.907,0.0074,0.0095
9635.14,2023-04-23 20:51:12.907,0.0049,0.0067
9636.14,2023-04-23 20:51:13.907,0.0065,0.0083
9637.14,2023-04-23 20:51:14.907,0.0082,0.0106
9638.14,2023-04-23 20:51:15.907,0.0108,0.0165
9639.14,2023-04-23 20:51:16.907,0.0104,0.0145
9640.14,2023-04-23 20:51:17.907,0.0114,0.0239
9641.14,2023-04-23 20:51:18.907,0.0238,0.0629
9642.14,2023-04-23 20:51:19.907,0.0266,0.0628
9643.14,2023-04-23 20:51:20.907,0.0284,0.0681
9644.14,2023-04-23 20:51:21.907,0.0202,0.0506
9645.14,2023-04-23 20:51:22.907,0.0191,0.0318
9646.14,2023-04-23 20:51:23.907,0.0054,0.0073
9647.14,2023-04-23 20:51:24.907,0.0054,0.0065
9648.14,2023-04-23 20:51:25.907,0.005,0.0061
9649.14,2023-04-23 20:51:26.907,0.0061,0.0073
9650.14,2023-04-23 20:51:27.907,0.0063,0.0078
9651.14,2023-04-23 20:51:28.907,0.0068,0.0082
9652.14,2023-04-23 20:51:29.907,0.0072,0.0089
9653.14,2023-04-23 20:51:30.907,0.0249,0.0298
9654.14,2023-04-23 20:51:31.907,0.1441,0.1628
9655.14,2023-04-23 20:51:32.907,0.0764,0.1238
9656.14,2023-04-23 20:51:33.907,0.0095,0.0134
9657.14,2023-04-23 20:51:34.907,0.0055,0.0071
9658.14,2023-04-23 20:51:35.907,0.0063,0.0083
9659.14,2023-04-23 20:51:36.907,0.0065,0.0088
9660.14,2023-04-23 20:51:37.907,0.0046,0.0056
9661.14,2023-04-23 20:51:38.907,0.0099,0.0116
9662.14,2023-04-23 20:51:39.907,0.0081,0.0097
9663.14,2023-04-23 20:51:40.907,0.008,0.0099
9664.14,2023-04-23 20:51:41.907,0.0039,0.005
9665.3,2023-04-23 20:51:43.067,0.0049,0.0059
9666.3,2023-04-23 20:51:44.067,0.0102,0.013
9667.3,2023-04-23 20:51:45.067,0.0079,0.0092
9668.3,2023-04-23 20:51:46.067,0.0065,0.009
9669.3,2023-04-23 20:51:47.067,0.0093,0.013
9670.3,2023-04-23 20:51:48.067,0.0127,0.0175
9671.3,2023-04-23 20:51:49.067,0.0088,0.0115
9672.3,2023-04-23 20:51:50.067,0.0071,0.0107
9673.3,2023-04-23 20:51:51.067,0.0077,0.0105
9674.3,2023-04-23 20:51:52.067,0.005,0.0059
9675.3,2023-04-23 20:51:53.067,0.0109,0.0134
9676.3,2023-04-23 20:51:54.067,0.0208,0.0264
9677.3,2023-04-23 20:51:55.067,0.0184,0.0233
9678.3,2023-04-23 20:51:56.067,0.012,0.0175
9679.3,2023-04-23 20:51:57.067,0.014,0.0202
9680.3,2023-04-23 20:51:58.067,0.0325,0.0441
9681.3,2023-04-23 20:51:59.067,0.0181,0.0261
9682.3,2023-04-23 20:52:00.067,0.0163,0.0268
9683.3,2023-04-23 20:52:01.067,0.0062,0.0081
9684.3,2023-04-23 20:52:02.067,0.0051,0.0063
9685.3,2023-04-23 20:52:03.067,0.0113,0.0145
9686.3,2023-04-23 20:52:04.067,0.0039,0.0048
9687.3,2023-04-23 20:52:05.067,0.0084,0.0108
9688.3,2023-04-23 20:52:06.067,0.0081,0.0112
9689.3,2023-04-23 20:52:07.067,0.0067,0.0092
9690.3,2023-04-23 20:52:08.067,0.0116,0.0135
9691.3,2023-04-23 20:52:09.067,0.0222,0.0286
9692.3,2023-04-23 20:52:10.067,0.005,0.0061
9693.3,2023-04-23 20:52:11.067,0.0024,0.0027
9694.3,2023-04-23 20:52:12.067,0.0024,0.0031
9695.3,2023-04-23 20:52:13.067,0.0112,0.0136
9696.3,2023-04-23 20:52:14.067,0.0107,0.0142
9697.3,2023-04-23 20:52:15.067,0.0113,0.0162
9698.3,2023-04-23 20:52:16.067,0.0175,0.0263
9699.3,2023-04-23 20:52:17.067,0.0113,0.0175
9700.3,2023-04-23 20:52:18.067,0.0129,0.0173
9701.3,2023-04-23 20:52:19.067,0.0156,0.0205
9702.3,2023-04-23 20:52:20.067,0.0132,0.0184
9703.3,2023-04-23 20:52:21.067,0.0173,0.0223
9704.3,2023-04-23 20:52:22.067,0.0162,0.0217
9705.3,2023-04-23 20:52:23.067,0.0106,0.0166
9706.3,2023-04-23 20:52:24.067,0.0079,0.0118
9707.3,2023-04-23 20:52:25.067,0.0089,0.0143
9708.3,2023-04-23 20:52:26.067,0.0086,0.0121
9709.3,2023-04-23 20:52:27.067,0.0102,0.0138
9710.3,2023-04-23 20:52:28.067,0.0086,0.0116
9711.3,2023-04-23 20:52:29.067,0.0089,0.013
9712.3,2023-04-23 20:52:30.067,0.0078,0.0114
9713.3,2023-04-23 20:52:31.067,0.0055,0.0078
9714.3,2023-04-23 20:52:32.067,0.0057,0.0091
9715.3,2023-04-23 20:52:33.067,0.0053,0.0081
9716.3,2023-04-23 20:52:34.067,0.0055,0.0083
9717.3,2023-04-23 20:52:35.067,0.0077,0.0127
9718.3,2023-04-23 20:52:36.067,0.0123,0.0173
9719.3,2023-04-23 20:52:37.067,0.042,0.0489
9720.3,2023-04-23 20:52:38.067,0.1073,0.1271
9721.3,2023-04-23 20:52:39.067,0.0197,0.0282
9722.3,2023-04-23 20:52:40.067,0.0122,0.0177
9723.3,2023-04-23 20:52:41.067,0.0064,0.0093
9724.3,2023-04-23 20:52:42.067,0.0059,0.0081
9725.3,2023-04-23 20:52:43.067,0.0065,0.0086
9726.462,2023-04-23 20:52:44.229,0.0059,0.0076
9727.462,2023-04-23 20:52:45.229,0.01,0.0126
9728.462,2023-04-23 20:52:46.229,0.0188,0.0235
9729.462,2023-04-23 20:52:47.229,0.033,0.041
9730.462,2023-04-23 20:52:48.229,0.0251,0.0317
9731.462,2023-04-23 20:52:49.229,0.0423,0.0621
9732.462,2023-04-23 20:52:50.229,0.0286,0.0374
9733.462,2023-04-23 20:52:51.229,0.207,0.242
9734.462,2023-04-23 20:52:52.229,0.0148,0.0194
9735.462,2023-04-23 20:52:53.229,0.0101,0.0124
9736.462,2023-04-23 20:52:54.229,0.0141,0.0182
9737.462,2023-04-23 20:52:55.229,0.0221,0.0333
9738.462,2023-04-23 20:52:56.229,0.0114,0.0165
9739.462,2023-04-23 20:52:57.229,0.007,0.0109
9740.462,2023-04-23 20:52:58.229,0.0073,0.0112
9741.462,2023-04-23 20:52:59.229,0.0067,0.009
9742.462,2023-04-23 20:53:00.229,0.0047,0.0058
9743.462,2023-04-23 20:53:01.229,0.0104,0.0124
9744.462,2023-04-23 20:53:02.229,0.0104,0.0128
9745.462,2023-04-23 20:53:03.229,0.0065,0.0085
9746.462,2023-04-23 20:53:04.229,0.0772,0.098
9747.462,2023-04-23 20:53:05.229,0.0161,0.0237
9748.462,2023-04-23 20:53:06.229,0.0105,0.0149
9749.462,2023-04-23 20:53:07.229,0.0051,0.0059
9750.462,2023-04-23 20:53:08.229,0.0028,0.0033
9751.462,2023-04-23 20:53:09.229,0.0061,0.0087
9752.462,2023-04-23 20:53:10.229,0.0068,0.0097
9753.462,2023-04-23 20:53:11.229,0.0088,0.0128
9754.462,2023-04-23 20:53:12.229,0.0061,0.0073
9755.462,2023-04-23 20:53:13.229,0.0088,0.011
9756.462,2023-04-23 20:53:14.229,0.0055,0.0074
9757.462,2023-04-23 20:53:15.229,0.0061,0.0069
9758.462,2023-04-23 20:53:16.229,0.004,0.0053
9759.462,2023-04-23 20:53:17.229,0.0062,0.0079
9760.462,2023-04-23 20:53:18.229,0.0071,0.0084
9761.462,2023-04-23 20:53:19.229,0.0039,0.0046
9762.462,2023-04-23 20:53:20.229,0.0026,0.0031
9763.462,2023-04-23 20:53:21.229,0.0041,0.0049
9764.462,2023-04-23 20:53:22.229,0.0061,0.0077
9765.462,2023-04-23 20:53:23.229,0.0102,0.0118
9766.462,2023-04-23 20:53:24.229,0.0156,0.0183
9767.462,2023-04-23 20:53:25.229,0.0071,0.0104
9768.462,2023-04-23 20:53:26.229,0.0116,0.0141
9769.462,2023-04-23 20:53:27.229,0.0055,0.0073
9770.462,2023-04-23 20:53:28.229,0.0161,0.0488
9771.462,2023-04-23 20:53:29.229,0.005,0.0083
9772.462,2023-04-23 20:53:30.229,0.0076,0.0089
9773.462,2023-04-23 20:53:31.229,0.0057,0.0072
9774.462,2023-04-23 20:53:32.229,0.0039,0.005
9775.462,2023-04-23 20:53:33.229,0.0028,0.0039
9776.462,2023-04-23 20:53:34.229,0.0065,0.0089
9777.462,2023-04-23 20:53:35.229,0.0061,0.0079
9778.462,2023-04-23 20:53:36.229,0.0041,0.0048
9779.462,2023-04-23 20:53:37.229,0.0047,0.006
9780.462,2023-04-23 20:53:38.229,0.0051,0.0067
9781.462,2023-04-23 20:53:39.229,0.0046,0.0061
9782.462,2023-04-23 20:53:40.229,0.0073,0.0087
9783.462,2023-04-23 20:53:41.229,0.0086,0.0101
9784.462,2023-04-23 20:53:42.229,0.0068,0.0083
9785.462,2023-04-23 20:53:43.229,0.0082,0.01
9786.462,2023-04-23 20:53:44.229,0.0042,0.0052
9787.623,2023-04-23 20:53:45.390,0.0039,0.0063
9788.623,2023-04-23 20:53:46.390,0.006,0.0076
9789.623,2023-04-23 20:53:47.390,0.004,0.0058
9790.623,2023-04-23 20:53:48.390,0.0069,0.0085
9791.623,2023-04-23 20:53:49.390,0.0031,0.004
9792.623,2023-04-23 20:53:50.390,0.0034,0.0045
9793.623,2023-04-23 20:53:51.390,0.0057,0.0068
9794.623,2023-04-23 20:53:52.390,0.0039,0.0048
9795.623,2023-04-23 20:53:53.390,0.0035,0.0044
9796.623,2023-04-23 20:53:54.390,0.0026,0.0032
9797.623,2023-04-23 20:53:55.390,0.0035,0.0042
9798.623,2023-04-23 20:53:56.390,0.0032,0.0039
9799.623,2023-04-23 20:53:57.390,0.0029,0.0034
9800.623,2023-04-23 20:53:58.390,0.0027,0.0032
9801.623,2023-04-23 20:53:59.390,0.0038,0.0044
9802.623,2023-04-23 20:54:00.390,0.0062,0.0074
9803.623,2023-04-23 20:54:01.390,0.0049,0.0068
9804.623,2023-04-23 20:54:02.390,0.0042,0.005
9805.623,2023-04-23 20:54:03.390,0.0056,0.0066
9806.623,2023-04-23 20:54:04.390,0.0051,0.0067
9807.623,2023-04-23 20:54:05.390,0.003,0.0038
9808.623,2023-04-23 20:54:06.390,0.0056,0.0079
9809.623,2023-04-23 20:54:07.390,0.0322,0.0386
9810.623,2023-04-23 20:54:08.390,0.1438,0.1644
9811.623,2023-04-23 20:54:09.390,0.2275,0.2575
9812.623,2023-04-23 20:54:10.390,0.1454,0.1553
9813.623,2023-04-23 20:54:11.390,0.0137,0.0188
9814.623,2023-04-23 20:54:12.390,0.0056,0.0083
9815.623,2023-04-23 20:54:13.390,0.007,0.0114
9816.623,2023-04-23 20:54:14.390,0.0204,0.0286
9817.623,2023-04-23 20:54:15.390,0.0207,0.034
9818.623,2023-04-23 20:54:16.390,0.0164,0.0308
9819.623,2023-04-23 20:54:17.390,0.0144,0.0264
9820.623,2023-04-23 20:54:18.390,0.0096,0.017
9821.623,2023-04-23 20:54:19.390,0.0068,0.0105
9822.623,2023-04-23 20:54:20.390,0.0057,0.0083
9823.623,2023-04-23 20:54:21.390,0.0044,0.0057
9824.623,2023-04-23 20:54:22.390,0.0076,0.0111
9825.623,2023-04-23 20:54:23.390,0.0039,0.0048
9826.623,2023-04-23 20:54:24.390,0.0053,0.0062
9827.623,2023-04-23 20:54:25.390,0.004,0.0047
9828.623,2023-04-23 20:54:26.390,0.0049,0.0062
9829.623,2023-04-23 20:54:27.390,0.0076,0.0106
9830.623,2023-04-23 20:54:28.390,0.0043,0.0055
9831.623,2023-04-23 20:54:29.390,0.008,0.0096
9832.623,2023-04-23 20:54:30.390,0.0087,0.0107
9833.623,2023-04-23 20:54:31.390,0.0091,0.0121
9834.623,2023-04-23 20:54:32.390,0.0087,0.0118
9835.623,2023-04-23 20:54:33.390,0.0112,0.0184
9836.623,2023-04-23 20:54:34.390,0.0051,0.0069
9837.623,2023-04-23 20:54:35.390,0.0063,0.008
9838.623,2023-04-23 20:54:36.390,0.0105,0.0157
9839.623,2023-04-23 20:54:37.390,0.0191,0.0257
9840.623,2023-04-23 20:54:38.390,0.0119,0.0175
9841.623,2023-04-23 20:54:39.390,0.0136,0.0202
9842.623,2023-04-23 20:54:40.390,0.0099,0.0122
9843.623,2023-04-23 20:54:41.390,0.0037,0.0044
9844.623,2023-04-23 20:54:42.390,0.003,0.0036
9845.623,2023-04-23 20:54:43.390,0.0029,0.0033
9846.623,2023-04-23 20:54:44.390,0.0027,0.0033
9847.623,2023-04-23 20:54:45.390,0.0034,0.0041
9848.784,2023-04-23 20:54:46.551,0.0057,0.0073
9849.784,2023-04-23 20:54:47.551,0.0043,0.0057
9850.784,2023-04-23 20:54:48.551,0.0045,0.0053
9851.784,2023-04-23 20:54:49.551,0.0028,0.0035
9852.784,2023-04-23 20:54:50.551,0.0031,0.0035
9853.784,2023-04-23 20:54:51.551,0.0045,0.0056
9854.784,2023-04-23 20:54:52.551,0.0035,0.0042
9855.784,2023-04-23 20:54:53.551,0.0027,0.0032
9856.784,2023-04-23 20:54:54.551,0.0028,0.0031
9857.784,2023-04-23 20:54:55.551,0.0063,0.007
9858.784,2023-04-23 20:54:56.551,0.0114,0.0149
9859.784,2023-04-23 20:54:57.551,0.0083,0.0098
9860.784,2023-04-23 20:54:58.551,0.0066,0.0091
9861.784,2023-04-23 20:54:59.551,0.0079,0.0128
9862.784,2023-04-23 20:55:00.551,0.0052,0.0066
9863.784,2023-04-23 20:55:01.551,0.0062,0.0083
9864.784,2023-04-23 20:55:02.551,0.0103,0.0154
9865.784,2023-04-23 20:55:03.551,0.006,0.007
9866.784,2023-04-23 20:55:04.551,0.0066,0.008
9867.784,2023-04-23 20:55:05.551,0.0052,0.0065
9868.784,2023-04-23 20:55:06.551,0.0055,0.007
9869.784,2023-04-23 20:55:07.551,0.006,0.0104
9870.784,2023-04-23 20:55:08.551,0.004,0.0054
9871.784,2023-04-23 20:55:09.551,0.0055,0.0086
9872.784,2023-04-23 20:55:10.551,0.0066,0.0094
9873.784,2023-04-23 20:55:11.551,0.0073,0.0093
9874.784,2023-04-23 20:55:12.551,0.0155,0.0215
9875.784,2023-04-23 20:55:13.551,0.0163,0.0209
9876.784,2023-04-23 20:55:14.551,0.0143,0.0251
9877.784,2023-04-23 20:55:15.551,0.0132,0.0203
9878.784,2023-04-23 20:55:16.551,0.0103,0.0164
9879.784,2023-04-23 20:55:17.551,0.0074,0.0111
9880.784,2023-04-23 20:55:18.551,0.0251,0.0296
9881.784,2023-04-23 20:55:19.551,0.007,0.0095
9882.784,2023-04-23 20:55:20.551,0.0057,0.0082
9883.784,2023-04-23 20:55:21.551,0.0069,0.0091
9884.784,2023-04-23 20:55:22.551,0.0041,0.0051
9885.784,2023-04-23 20:55:23.551,0.0054,0.0069
9886.784,2023-04-23 20:55:24.551,0.0045,0.0058
9887.784,2023-04-23 20:55:25.551,0.0048,0.0062
9888.784,2023-04-23 20:55:26.551,0.0072,0.0088
9889.784,2023-04-23 20:55:27.551,0.0061,0.0076
9890.784,2023-04-23 20:55:28.551,0.0035,0.0046
9891.784,2023-04-23 20:55:29.551,0.0077,0.0097
9892.784,2023-04-23 20:55:30.551,0.0109,0.0169
9893.784,2023-04-23 20:55:31.551,0.0051,0.0059
9894.784,2023-04-23 20:55:32.551,0.0036,0.0046
9895.784,2023-04-23 20:55:33.551,0.0029,0.0035
9896.784,2023-04-23 20:55:34.551,0.0024,0.0029
9897.784,2023-04-23 20:55:35.551,0.0042,0.0049
9898.784,2023-04-23 20:55:36.551,0.0043,0.0055
9899.784,2023-04-23 20:55:37.551,0.0054,0.0068
9900.784,2023-04-23 20:55:38.551,0.0025,0.0031
9901.784,2023-04-23 20:55:39.551,0.0072,0.0115
9902.784,2023-04-23 20:55:40.551,0.0077,0.0094
9903.784,2023-04-23 20:55:41.551,0.0031,0.004
9904.784,2023-04-23 20:55:42.551,0.0028,0.0035
9905.784,2023-04-23 20:55:43.551,0.0117,0.0139
9906.784,2023-04-23 20:55:44.551,0.0056,0.0075
9907.784,2023-04-23 20:55:45.551,0.0034,0.0041
9908.784,2023-04-23 20:55:46.551,0.0022,0.0026
9909.946,2023-04-23 20:55:47.713,0.0032,0.0038
9910.946,2023-04-23 20:55:48.713,0.0025,0.0029
9911.946,2023-04-23 20:55:49.713,0.0021,0.0025
9912.946,2023-04-23 20:55:50.713,0.0022,0.0026
9913.946,2023-04-23 20:55:51.713,0.0031,0.0039
